Time_Index,CT_NG,ME_NG,MA_NG,None
57,5.45,5.45,5.28,0.0
58,5.45,5.45,5.28,0.0
59,5.45,5.45,5.28,0.0
60,5.45,5.45,5.28,0.0
61,5.45,5.45,5.28,0.0
62,5.45,5.45,5.28,0.0
63,5.45,5.45,5.28,0.0
64,5.45,5.45,5.28,0.0
65,5.45,5.45,5.28,0.0
66,5.45,5.45,5.28,0.0
67,5.45,5.45,5.28,0.0
68,5.45,5.45,5.28,0.0
69,5.45,5.45,5.28,0.0
70,5.45,5.45,5.28,0.0
71,5.45,5.45,5.28,0.0
72,5.45,5.45,5.28,0.0
73,5.45,5.45,5.28,0.0
74,5.45,5.45,5.28,0.0
75,5.45,5.45,5.28,0.0
76,5.45,5.45,5.28,0.0
77,5.45,5.45,5.28,0.0
78,5.45,5.45,5.28,0.0
79,5.45,5.45,5.28,0.0
80,5.45,5.45,5.28,0.0
81,5.45,5.45,5.28,0.0
82,5.45,5.45,5.28,0.0
83,5.45,5.45,5.28,0.0
84,5.45,5.45,5.28,0.0
85,5.45,5.45,5.28,0.0
86,5.45,5.45,5.28,0.0
87,5.45,5.45,5.28,0.0
88,5.45,5.45,5.28,0.0
89,5.45,5.45,5.28,0.0
90,5.45,5.45,5.28,0.0
91,5.45,5.45,5.28,0.0
92,5.45,5.45,5.28,0.0
93,5.45,5.45,5.28,0.0
94,5.45,5.45,5.28,0.0
95,5.45,5.45,5.28,0.0
96,5.45,5.45,5.28,0.0
97,5.45,5.45,5.28,0.0
98,5.45,5.45,5.28,0.0
99,5.45,5.45,5.28,0.0
100,5.45,5.45,5.28,0.0
101,5.45,5.45,5.28,0.0
102,5.45,5.45,5.28,0.0
103,5.45,5.45,5.28,0.0
104,5.45,5.45,5.28,0.0
105,5.45,5.45,5.28,0.0
106,5.45,5.45,5.28,0.0
107,5.45,5.45,5.28,0.0
108,5.45,5.45,5.28,0.0
109,5.45,5.45,5.28,0.0
110,5.45,5.45,5.28,0.0
111,5.45,5.45,5.28,0.0
112,5.45,5.45,5.28,0.0
113,5.45,5.45,5.28,0.0
114,5.45,5.45,5.28,0.0
115,5.45,5.45,5.28,0.0
116,5.45,5.45,5.28,0.0
117,5.45,5.45,5.28,0.0
118,5.45,5.45,5.28,0.0
119,5.45,5.45,5.28,0.0
120,5.45,5.45,5.28,0.0
121,5.45,5.45,5.28,0.0
122,5.45,5.45,5.28,0.0
123,5.45,5.45,5.28,0.0
124,5.45,5.45,5.28,0.0
125,5.45,5.45,5.28,0.0
126,5.45,5.45,5.28,0.0
127,5.45,5.45,5.28,0.0
128,5.45,5.45,5.28,0.0
129,5.45,5.45,5.28,0.0
130,5.45,5.45,5.28,0.0
131,5.45,5.45,5.28,0.0
132,5.45,5.45,5.28,0.0
133,5.45,5.45,5.28,0.0
134,5.45,5.45,5.28,0.0
135,5.45,5.45,5.28,0.0
136,5.45,5.45,5.28,0.0
137,5.45,5.45,5.28,0.0
138,5.45,5.45,5.28,0.0
139,5.45,5.45,5.28,0.0
140,5.45,5.45,5.28,0.0
141,5.45,5.45,5.28,0.0
142,5.45,5.45,5.28,0.0
143,5.45,5.45,5.28,0.0
144,5.45,5.45,5.28,0.0
145,5.45,5.45,5.28,0.0
146,5.45,5.45,5.28,0.0
147,5.45,5.45,5.28,0.0
148,5.45,5.45,5.28,0.0
149,5.45,5.45,5.28,0.0
150,5.45,5.45,5.28,0.0
151,5.45,5.45,5.28,0.0
152,5.45,5.45,5.28,0.0
153,5.45,5.45,5.28,0.0
154,5.45,5.45,5.28,0.0
155,5.45,5.45,5.28,0.0
156,5.45,5.45,5.28,0.0
157,5.45,5.45,5.28,0.0
158,5.45,5.45,5.28,0.0
159,5.45,5.45,5.28,0.0
160,5.45,5.45,5.28,0.0
161,5.45,5.45,5.28,0.0
162,5.45,5.45,5.28,0.0
163,5.45,5.45,5.28,0.0
164,5.45,5.45,5.28,0.0
165,5.45,5.45,5.28,0.0
166,5.45,5.45,5.28,0.0
167,5.45,5.45,5.28,0.0
168,5.45,5.45,5.28,0.0
169,1.82,1.82,2.23,0.0
170,1.82,1.82,2.23,0.0
171,1.82,1.82,2.23,0.0
172,1.82,1.82,2.23,0.0
173,1.82,1.82,2.23,0.0
174,1.82,1.82,2.23,0.0
175,1.82,1.82,2.23,0.0
176,1.82,1.82,2.23,0.0
177,1.82,1.82,2.23,0.0
178,1.82,1.82,2.23,0.0
179,1.82,1.82,2.23,0.0
180,1.82,1.82,2.23,0.0
181,1.82,1.82,2.23,0.0
182,1.82,1.82,2.23,0.0
183,1.82,1.82,2.23,0.0
184,1.82,1.82,2.23,0.0
185,1.82,1.82,2.23,0.0
186,1.82,1.82,2.23,0.0
187,1.82,1.82,2.23,0.0
188,1.82,1.82,2.23,0.0
189,1.82,1.82,2.23,0.0
190,1.82,1.82,2.23,0.0
191,1.82,1.82,2.23,0.0
192,1.82,1.82,2.23,0.0
193,1.82,1.82,2.23,0.0
194,1.82,1.82,2.23,0.0
195,1.82,1.82,2.23,0.0
196,1.82,1.82,2.23,0.0
197,1.82,1.82,2.23,0.0
198,1.82,1.82,2.23,0.0
199,1.82,1.82,2.23,0.0
200,1.82,1.82,2.23,0.0
201,1.82,1.82,2.23,0.0
202,1.82,1.82,2.23,0.0
203,1.82,1.82,2.23,0.0
204,1.82,1.82,2.23,0.0
205,1.82,1.82,2.23,0.0
206,1.82,1.82,2.23,0.0
207,1.82,1.82,2.23,0.0
208,1.82,1.82,2.23,0.0
209,1.82,1.82,2.23,0.0
210,1.82,1.82,2.23,0.0
211,1.82,1.82,2.23,0.0
212,1.82,1.82,2.23,0.0
213,1.82,1.82,2.23,0.0
214,1.82,1.82,2.23,0.0
215,1.82,1.82,2.23,0.0
216,1.82,1.82,2.23,0.0
217,1.82,1.82,2.23,0.0
218,1.82,1.82,2.23,0.0
219,1.82,1.82,2.23,0.0
220,1.82,1.82,2.23,0.0
221,1.82,1.82,2.23,0.0
222,1.82,1.82,2.23,0.0
223,1.82,1.82,2.23,0.0
224,1.82,1.82,2.23,0.0
225,1.82,1.82,2.23,0.0
226,1.82,1.82,2.23,0.0
227,1.82,1.82,2.23,0.0
228,1.82,1.82,2.23,0.0
229,1.82,1.82,2.23,0.0
230,1.82,1.82,2.23,0.0
231,1.82,1.82,2.23,0.0
232,1.82,1.82,2.23,0.0
233,1.82,1.82,2.23,0.0
234,1.82,1.82,2.23,0.0
235,1.82,1.82,2.23,0.0
236,1.82,1.82,2.23,0.0
237,1.82,1.82,2.23,0.0
238,1.82,1.82,2.23,0.0
239,1.82,1.82,2.23,0.0
240,1.82,1.82,2.23,0.0
241,1.82,1.82,2.23,0.0
242,1.82,1.82,2.23,0.0
243,1.82,1.82,2.23,0.0
244,1.82,1.82,2.23,0.0
245,1.82,1.82,2.23,0.0
246,1.82,1.82,2.23,0.0
247,1.82,1.82,2.23,0.0
248,1.82,1.82,2.23,0.0
249,1.82,1.82,2.23,0.0
250,1.82,1.82,2.23,0.0
251,1.82,1.82,2.23,0.0
252,1.82,1.82,2.23,0.0
253,1.82,1.82,2.23,0.0
254,1.82,1.82,2.23,0.0
255,1.82,1.82,2.23,0.0
256,1.82,1.82,2.23,0.0
257,1.82,1.82,2.23,0.0
258,1.82,1.82,2.23,0.0
259,1.82,1.82,2.23,0.0
260,1.82,1.82,2.23,0.0
261,1.82,1.82,2.23,0.0
262,1.82,1.82,2.23,0.0
263,1.82,1.82,2.23,0.0
264,1.82,1.82,2.23,0.0
265,1.82,1.82,2.23,0.0
266,1.82,1.82,2.23,0.0
267,1.82,1.82,2.23,0.0
268,1.82,1.82,2.23,0.0
269,1.82,1.82,2.23,0.0
270,1.82,1.82,2.23,0.0
271,1.82,1.82,2.23,0.0
272,1.82,1.82,2.23,0.0
273,1.82,1.82,2.23,0.0
274,1.82,1.82,2.23,0.0
275,1.82,1.82,2.23,0.0
276,1.82,1.82,2.23,0.0
277,1.82,1.82,2.23,0.0
278,1.82,1.82,2.23,0.0
279,1.82,1.82,2.23,0.0
280,1.82,1.82,2.23,0.0
281,1.82,1.82,2.23,0.0
282,1.82,1.82,2.23,0.0
283,1.82,1.82,2.23,0.0
284,1.82,1.82,2.23,0.0
285,1.82,1.82,2.23,0.0
286,1.82,1.82,2.23,0.0
287,1.82,1.82,2.23,0.0
288,1.82,1.82,2.23,0.0
289,1.82,1.82,2.23,0.0
290,1.82,1.82,2.23,0.0
291,1.82,1.82,2.23,0.0
292,1.82,1.82,2.23,0.0
293,1.82,1.82,2.23,0.0
294,1.82,1.82,2.23,0.0
295,1.82,1.82,2.23,0.0
296,1.82,1.82,2.23,0.0
297,1.82,1.82,2.23,0.0
298,1.82,1.82,2.23,0.0
299,1.82,1.82,2.23,0.0
300,1.82,1.82,2.23,0.0
301,1.82,1.82,2.23,0.0
302,1.82,1.82,2.23,0.0
303,1.82,1.82,2.23,0.0
304,1.82,1.82,2.23,0.0
305,1.82,1.82,2.23,0.0
306,1.82,1.82,2.23,0.0
307,1.82,1.82,2.23,0.0
308,1.82,1.82,2.23,0.0
309,1.82,1.82,2.23,0.0
310,1.82,1.82,2.23,0.0
311,1.82,1.82,2.23,0.0
312,1.82,1.82,2.23,0.0
313,1.82,1.82,2.23,0.0
314,1.82,1.82,2.23,0.0
315,1.82,1.82,2.23,0.0
316,1.82,1.82,2.23,0.0
317,1.82,1.82,2.23,0.0
318,1.82,1.82,2.23,0.0
319,1.82,1.82,2.23,0.0
320,1.82,1.82,2.23,0.0
321,1.82,1.82,2.23,0.0
322,1.82,1.82,2.23,0.0
323,1.82,1.82,2.23,0.0
324,1.82,1.82,2.23,0.0
325,1.82,1.82,2.23,0.0
326,1.82,1.82,2.23,0.0
327,1.82,1.82,2.23,0.0
328,1.82,1.82,2.23,0.0
329,1.82,1.82,2.23,0.0
330,1.82,1.82,2.23,0.0
331,1.82,1.82,2.23,0.0
332,1.82,1.82,2.23,0.0
333,1.82,1.82,2.23,0.0
334,1.82,1.82,2.23,0.0
335,1.82,1.82,2.23,0.0
336,1.82,1.82,2.23,0.0
337,1.89,1.89,2.34,0.0
338,1.89,1.89,2.34,0.0
339,1.89,1.89,2.34,0.0
340,1.89,1.89,2.34,0.0
341,1.89,1.89,2.34,0.0
342,1.89,1.89,2.34,0.0
343,1.89,1.89,2.34,0.0
344,1.89,1.89,2.34,0.0
345,1.89,1.89,2.34,0.0
346,1.89,1.89,2.34,0.0
347,1.89,1.89,2.34,0.0
348,1.89,1.89,2.34,0.0
349,1.89,1.89,2.34,0.0
350,1.89,1.89,2.34,0.0
351,1.89,1.89,2.34,0.0
352,1.89,1.89,2.34,0.0
353,1.89,1.89,2.34,0.0
354,1.89,1.89,2.34,0.0
355,1.89,1.89,2.34,0.0
356,1.89,1.89,2.34,0.0
357,1.89,1.89,2.34,0.0
358,1.89,1.89,2.34,0.0
359,1.89,1.89,2.34,0.0
360,1.89,1.89,2.34,0.0
361,1.89,1.89,2.34,0.0
362,1.89,1.89,2.34,0.0
363,1.89,1.89,2.34,0.0
364,1.89,1.89,2.34,0.0
365,1.89,1.89,2.34,0.0
366,1.89,1.89,2.34,0.0
367,1.89,1.89,2.34,0.0
368,1.89,1.89,2.34,0.0
369,1.89,1.89,2.34,0.0
370,1.89,1.89,2.34,0.0
371,1.89,1.89,2.34,0.0
372,1.89,1.89,2.34,0.0
373,1.89,1.89,2.34,0.0
374,1.89,1.89,2.34,0.0
375,1.89,1.89,2.34,0.0
376,1.89,1.89,2.34,0.0
377,1.89,1.89,2.34,0.0
378,1.89,1.89,2.34,0.0
379,1.89,1.89,2.34,0.0
380,1.89,1.89,2.34,0.0
381,1.89,1.89,2.34,0.0
382,1.89,1.89,2.34,0.0
383,1.89,1.89,2.34,0.0
384,1.89,1.89,2.34,0.0
385,1.89,1.89,2.34,0.0
386,1.89,1.89,2.34,0.0
387,1.89,1.89,2.34,0.0
388,1.89,1.89,2.34,0.0
389,1.89,1.89,2.34,0.0
390,1.89,1.89,2.34,0.0
391,1.89,1.89,2.34,0.0
392,1.89,1.89,2.34,0.0
393,1.89,1.89,2.34,0.0
394,1.89,1.89,2.34,0.0
395,1.89,1.89,2.34,0.0
396,1.89,1.89,2.34,0.0
397,1.89,1.89,2.34,0.0
398,1.89,1.89,2.34,0.0
399,1.89,1.89,2.34,0.0
400,1.89,1.89,2.34,0.0
401,1.89,1.89,2.34,0.0
402,1.89,1.89,2.34,0.0
403,1.89,1.89,2.34,0.0
404,1.89,1.89,2.34,0.0
405,1.89,1.89,2.34,0.0
406,1.89,1.89,2.34,0.0
407,1.89,1.89,2.34,0.0
408,1.89,1.89,2.34,0.0
409,1.89,1.89,2.34,0.0
410,1.89,1.89,2.34,0.0
411,1.89,1.89,2.34,0.0
412,1.89,1.89,2.34,0.0
413,1.89,1.89,2.34,0.0
414,1.89,1.89,2.34,0.0
415,1.89,1.89,2.34,0.0
416,1.89,1.89,2.34,0.0
417,1.89,1.89,2.34,0.0
418,1.89,1.89,2.34,0.0
419,1.89,1.89,2.34,0.0
420,1.89,1.89,2.34,0.0
421,1.89,1.89,2.34,0.0
422,1.89,1.89,2.34,0.0
423,1.89,1.89,2.34,0.0
424,1.89,1.89,2.34,0.0
425,1.89,1.89,2.34,0.0
426,1.89,1.89,2.34,0.0
427,1.89,1.89,2.34,0.0
428,1.89,1.89,2.34,0.0
429,1.89,1.89,2.34,0.0
430,1.89,1.89,2.34,0.0
431,1.89,1.89,2.34,0.0
432,1.89,1.89,2.34,0.0
433,1.89,1.89,2.34,0.0
434,1.89,1.89,2.34,0.0
435,1.89,1.89,2.34,0.0
436,1.89,1.89,2.34,0.0
437,1.89,1.89,2.34,0.0
438,1.89,1.89,2.34,0.0
439,1.89,1.89,2.34,0.0
440,1.89,1.89,2.34,0.0
441,1.89,1.89,2.34,0.0
442,1.89,1.89,2.34,0.0
443,1.89,1.89,2.34,0.0
444,1.89,1.89,2.34,0.0
445,1.89,1.89,2.34,0.0
446,1.89,1.89,2.34,0.0
447,1.89,1.89,2.34,0.0
448,1.89,1.89,2.34,0.0
449,1.89,1.89,2.34,0.0
450,1.89,1.89,2.34,0.0
451,1.89,1.89,2.34,0.0
452,1.89,1.89,2.34,0.0
453,1.89,1.89,2.34,0.0
454,1.89,1.89,2.34,0.0
455,1.89,1.89,2.34,0.0
456,1.89,1.89,2.34,0.0
457,1.89,1.89,2.34,0.0
458,1.89,1.89,2.34,0.0
459,1.89,1.89,2.34,0.0
460,1.89,1.89,2.34,0.0
461,1.89,1.89,2.34,0.0
462,1.89,1.89,2.34,0.0
463,1.89,1.89,2.34,0.0
464,1.89,1.89,2.34,0.0
465,1.89,1.89,2.34,0.0
466,1.89,1.89,2.34,0.0
467,1.89,1.89,2.34,0.0
468,1.89,1.89,2.34,0.0
469,1.89,1.89,2.34,0.0
470,1.89,1.89,2.34,0.0
471,1.89,1.89,2.34,0.0
472,1.89,1.89,2.34,0.0
473,1.89,1.89,2.34,0.0
474,1.89,1.89,2.34,0.0
475,1.89,1.89,2.34,0.0
476,1.89,1.89,2.34,0.0
477,1.89,1.89,2.34,0.0
478,1.89,1.89,2.34,0.0
479,1.89,1.89,2.34,0.0
480,1.89,1.89,2.34,0.0
481,1.89,1.89,2.34,0.0
482,1.89,1.89,2.34,0.0
483,1.89,1.89,2.34,0.0
484,1.89,1.89,2.34,0.0
485,1.89,1.89,2.34,0.0
486,1.89,1.89,2.34,0.0
487,1.89,1.89,2.34,0.0
488,1.89,1.89,2.34,0.0
489,1.89,1.89,2.34,0.0
490,1.89,1.89,2.34,0.0
491,1.89,1.89,2.34,0.0
492,1.89,1.89,2.34,0.0
493,1.89,1.89,2.34,0.0
494,1.89,1.89,2.34,0.0
495,1.89,1.89,2.34,0.0
496,1.89,1.89,2.34,0.0
497,1.89,1.89,2.34,0.0
498,1.89,1.89,2.34,0.0
499,1.89,1.89,2.34,0.0
500,1.89,1.89,2.34,0.0
501,1.89,1.89,2.34,0.0
502,1.89,1.89,2.34,0.0
503,1.89,1.89,2.34,0.0
504,1.89,1.89,2.34,0.0
505,1.89,1.89,2.34,0.0
506,1.89,1.89,2.34,0.0
507,1.89,1.89,2.34,0.0
508,1.89,1.89,2.34,0.0
509,1.89,1.89,2.34,0.0
510,1.89,1.89,2.34,0.0
511,1.89,1.89,2.34,0.0
512,1.89,1.89,2.34,0.0
513,1.89,1.89,2.34,0.0
514,1.89,1.89,2.34,0.0
515,1.89,1.89,2.34,0.0
516,1.89,1.89,2.34,0.0
517,1.89,1.89,2.34,0.0
518,1.89,1.89,2.34,0.0
519,1.89,1.89,2.34,0.0
520,1.89,1.89,2.34,0.0
521,1.89,1.89,2.34,0.0
522,1.89,1.89,2.34,0.0
523,1.89,1.89,2.34,0.0
524,1.89,1.89,2.34,0.0
525,1.89,1.89,2.34,0.0
526,1.89,1.89,2.34,0.0
527,1.89,1.89,2.34,0.0
528,1.89,1.89,2.34,0.0
529,1.89,1.89,2.34,0.0
530,1.89,1.89,2.34,0.0
531,1.89,1.89,2.34,0.0
532,1.89,1.89,2.34,0.0
533,1.89,1.89,2.34,0.0
534,1.89,1.89,2.34,0.0
535,1.89,1.89,2.34,0.0
536,1.89,1.89,2.34,0.0
537,1.89,1.89,2.34,0.0
538,1.89,1.89,2.34,0.0
539,1.89,1.89,2.34,0.0
540,1.89,1.89,2.34,0.0
541,1.89,1.89,2.34,0.0
542,1.89,1.89,2.34,0.0
543,1.89,1.89,2.34,0.0
544,1.89,1.89,2.34,0.0
545,1.89,1.89,2.34,0.0
546,1.89,1.89,2.34,0.0
547,1.89,1.89,2.34,0.0
548,1.89,1.89,2.34,0.0
549,1.89,1.89,2.34,0.0
550,1.89,1.89,2.34,0.0
551,1.89,1.89,2.34,0.0
552,1.89,1.89,2.34,0.0
553,1.89,1.89,2.34,0.0
554,1.89,1.89,2.34,0.0
555,1.89,1.89,2.34,0.0
556,1.89,1.89,2.34,0.0
557,1.89,1.89,2.34,0.0
558,1.89,1.89,2.34,0.0
559,1.89,1.89,2.34,0.0
560,1.89,1.89,2.34,0.0
561,1.89,1.89,2.34,0.0
562,1.89,1.89,2.34,0.0
563,1.89,1.89,2.34,0.0
564,1.89,1.89,2.34,0.0
565,1.89,1.89,2.34,0.0
566,1.89,1.89,2.34,0.0
567,1.89,1.89,2.34,0.0
568,1.89,1.89,2.34,0.0
569,1.89,1.89,2.34,0.0
570,1.89,1.89,2.34,0.0
571,1.89,1.89,2.34,0.0
572,1.89,1.89,2.34,0.0
573,1.89,1.89,2.34,0.0
574,1.89,1.89,2.34,0.0
575,1.89,1.89,2.34,0.0
576,1.89,1.89,2.34,0.0
577,1.89,1.89,2.34,0.0
578,1.89,1.89,2.34,0.0
579,1.89,1.89,2.34,0.0
580,1.89,1.89,2.34,0.0
581,1.89,1.89,2.34,0.0
582,1.89,1.89,2.34,0.0
583,1.89,1.89,2.34,0.0
584,1.89,1.89,2.34,0.0
585,1.89,1.89,2.34,0.0
586,1.89,1.89,2.34,0.0
587,1.89,1.89,2.34,0.0
588,1.89,1.89,2.34,0.0
589,1.89,1.89,2.34,0.0
590,1.89,1.89,2.34,0.0
591,1.89,1.89,2.34,0.0
592,1.89,1.89,2.34,0.0
593,1.89,1.89,2.34,0.0
594,1.89,1.89,2.34,0.0
595,1.89,1.89,2.34,0.0
596,1.89,1.89,2.34,0.0
597,1.89,1.89,2.34,0.0
598,1.89,1.89,2.34,0.0
599,1.89,1.89,2.34,0.0
600,1.89,1.89,2.34,0.0
601,1.89,1.89,2.34,0.0
602,1.89,1.89,2.34,0.0
603,1.89,1.89,2.34,0.0
604,1.89,1.89,2.34,0.0
605,1.89,1.89,2.34,0.0
606,1.89,1.89,2.34,0.0
607,1.89,1.89,2.34,0.0
608,1.89,1.89,2.34,0.0
609,1.89,1.89,2.34,0.0
610,1.89,1.89,2.34,0.0
611,1.89,1.89,2.34,0.0
612,1.89,1.89,2.34,0.0
613,1.89,1.89,2.34,0.0
614,1.89,1.89,2.34,0.0
615,1.89,1.89,2.34,0.0
616,1.89,1.89,2.34,0.0
617,1.89,1.89,2.34,0.0
618,1.89,1.89,2.34,0.0
619,1.89,1.89,2.34,0.0
620,1.89,1.89,2.34,0.0
621,1.89,1.89,2.34,0.0
622,1.89,1.89,2.34,0.0
623,1.89,1.89,2.34,0.0
624,1.89,1.89,2.34,0.0
625,1.89,1.89,2.34,0.0
626,1.89,1.89,2.34,0.0
627,1.89,1.89,2.34,0.0
628,1.89,1.89,2.34,0.0
629,1.89,1.89,2.34,0.0
630,1.89,1.89,2.34,0.0
631,1.89,1.89,2.34,0.0
632,1.89,1.89,2.34,0.0
633,1.89,1.89,2.34,0.0
634,1.89,1.89,2.34,0.0
635,1.89,1.89,2.34,0.0
636,1.89,1.89,2.34,0.0
637,1.89,1.89,2.34,0.0
638,1.89,1.89,2.34,0.0
639,1.89,1.89,2.34,0.0
640,1.89,1.89,2.34,0.0
641,1.89,1.89,2.34,0.0
642,1.89,1.89,2.34,0.0
643,1.89,1.89,2.34,0.0
644,1.89,1.89,2.34,0.0
645,1.89,1.89,2.34,0.0
646,1.89,1.89,2.34,0.0
647,1.89,1.89,2.34,0.0
648,1.89,1.89,2.34,0.0
649,1.89,1.89,2.34,0.0
650,1.89,1.89,2.34,0.0
651,1.89,1.89,2.34,0.0
652,1.89,1.89,2.34,0.0
653,1.89,1.89,2.34,0.0
654,1.89,1.89,2.34,0.0
655,1.89,1.89,2.34,0.0
656,1.89,1.89,2.34,0.0
657,1.89,1.89,2.34,0.0
658,1.89,1.89,2.34,0.0
659,1.89,1.89,2.34,0.0
660,1.89,1.89,2.34,0.0
661,1.89,1.89,2.34,0.0
662,1.89,1.89,2.34,0.0
663,1.89,1.89,2.34,0.0
664,1.89,1.89,2.34,0.0
665,1.89,1.89,2.34,0.0
666,1.89,1.89,2.34,0.0
667,1.89,1.89,2.34,0.0
668,1.89,1.89,2.34,0.0
669,1.89,1.89,2.34,0.0
670,1.89,1.89,2.34,0.0
671,1.89,1.89,2.34,0.0
672,1.89,1.89,2.34,0.0
673,3.78,3.78,4.28,0.0
674,3.78,3.78,4.28,0.0
675,3.78,3.78,4.28,0.0
676,3.78,3.78,4.28,0.0
677,3.78,3.78,4.28,0.0
678,3.78,3.78,4.28,0.0
679,3.78,3.78,4.28,0.0
680,3.78,3.78,4.28,0.0
681,3.78,3.78,4.28,0.0
682,3.78,3.78,4.28,0.0
683,3.78,3.78,4.28,0.0
684,3.78,3.78,4.28,0.0
685,3.78,3.78,4.28,0.0
686,3.78,3.78,4.28,0.0
687,3.78,3.78,4.28,0.0
688,3.78,3.78,4.28,0.0
689,3.78,3.78,4.28,0.0
690,3.78,3.78,4.28,0.0
691,3.78,3.78,4.28,0.0
692,3.78,3.78,4.28,0.0
693,3.78,3.78,4.28,0.0
694,3.78,3.78,4.28,0.0
695,3.78,3.78,4.28,0.0
696,3.78,3.78,4.28,0.0
697,3.78,3.78,4.28,0.0
698,3.78,3.78,4.28,0.0
699,3.78,3.78,4.28,0.0
700,3.78,3.78,4.28,0.0
701,3.78,3.78,4.28,0.0
702,3.78,3.78,4.28,0.0
703,3.78,3.78,4.28,0.0
704,3.78,3.78,4.28,0.0
705,3.78,3.78,4.28,0.0
706,3.78,3.78,4.28,0.0
707,3.78,3.78,4.28,0.0
708,3.78,3.78,4.28,0.0
709,3.78,3.78,4.28,0.0
710,3.78,3.78,4.28,0.0
711,3.78,3.78,4.28,0.0
712,3.78,3.78,4.28,0.0
713,3.78,3.78,4.28,0.0
714,3.78,3.78,4.28,0.0
715,3.78,3.78,4.28,0.0
716,3.78,3.78,4.28,0.0
717,3.78,3.78,4.28,0.0
718,3.78,3.78,4.28,0.0
719,3.78,3.78,4.28,0.0
720,3.78,3.78,4.28,0.0
721,3.78,3.78,4.28,0.0
722,3.78,3.78,4.28,0.0
723,3.78,3.78,4.28,0.0
724,3.78,3.78,4.28,0.0
725,3.78,3.78,4.28,0.0
726,3.78,3.78,4.28,0.0
727,3.78,3.78,4.28,0.0
728,3.78,3.78,4.28,0.0
729,3.78,3.78,4.28,0.0
730,3.78,3.78,4.28,0.0
731,3.78,3.78,4.28,0.0
732,3.78,3.78,4.28,0.0
733,3.78,3.78,4.28,0.0
734,3.78,3.78,4.28,0.0
735,3.78,3.78,4.28,0.0
736,3.78,3.78,4.28,0.0
737,3.78,3.78,4.28,0.0
738,3.78,3.78,4.28,0.0
739,3.78,3.78,4.28,0.0
740,3.78,3.78,4.28,0.0
741,3.78,3.78,4.28,0.0
742,3.78,3.78,4.28,0.0
743,3.78,3.78,4.28,0.0
744,3.78,3.78,4.28,0.0
745,3.78,3.78,4.28,0.0
746,3.78,3.78,4.28,0.0
747,3.78,3.78,4.28,0.0
748,3.78,3.78,4.28,0.0
749,3.78,3.78,4.28,0.0
750,3.78,3.78,4.28,0.0
751,3.78,3.78,4.28,0.0
752,3.78,3.78,4.28,0.0
753,3.78,3.78,4.28,0.0
754,3.78,3.78,4.28,0.0
755,3.78,3.78,4.28,0.0
756,3.78,3.78,4.28,0.0
757,3.78,3.78,4.28,0.0
758,3.78,3.78,4.28,0.0
759,3.78,3.78,4.28,0.0
760,3.78,3.78,4.28,0.0
761,3.78,3.78,4.28,0.0
762,3.78,3.78,4.28,0.0
763,3.78,3.78,4.28,0.0
764,3.78,3.78,4.28,0.0
765,3.78,3.78,4.28,0.0
766,3.78,3.78,4.28,0.0
767,3.78,3.78,4.28,0.0
768,3.78,3.78,4.28,0.0
769,3.78,3.78,4.28,0.0
770,3.78,3.78,4.28,0.0
771,3.78,3.78,4.28,0.0
772,3.78,3.78,4.28,0.0
773,3.78,3.78,4.28,0.0
