Voll,Demand_Segment,Cost_of_Computing_Demand_Curtailment_per_MW,Max_Computing_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,2260,100,100,100
,,,,,,,,2261,100,100,100
,,,,,,,,2262,100,100,100
,,,,,,,,2263,100,100,100
,,,,,,,,2264,100,100,100
,,,,,,,,2265,100,100,100
,,,,,,,,2266,100,100,100
,,,,,,,,2267,100,100,100
,,,,,,,,2268,100,100,100
,,,,,,,,2269,100,100,100
,,,,,,,,2270,100,100,100
,,,,,,,,2271,100,100,100
,,,,,,,,2272,100,100,100
,,,,,,,,2273,100,100,100
,,,,,,,,2274,100,100,100
,,,,,,,,2275,100,100,100
,,,,,,,,2276,100,100,100
,,,,,,,,2277,100,100,100
,,,,,,,,2278,100,100,100
,,,,,,,,2279,100,100,100
,,,,,,,,2280,100,100,100
,,,,,,,,2281,100,100,100
,,,,,,,,2282,100,100,100
,,,,,,,,2283,100,100,100
,,,,,,,,2284,100,100,100
,,,,,,,,2285,100,100,100
,,,,,,,,2286,100,100,100
,,,,,,,,2287,100,100,100
,,,,,,,,2288,100,100,100
,,,,,,,,2289,100,100,100
,,,,,,,,2290,100,100,100
,,,,,,,,2291,100,100,100
,,,,,,,,2292,100,100,100
,,,,,,,,2293,100,100,100
,,,,,,,,2294,100,100,100
,,,,,,,,2295,100,100,100
,,,,,,,,2296,100,100,100
,,,,,,,,2297,100,100,100
,,,,,,,,2298,100,100,100
,,,,,,,,2299,100,100,100
,,,,,,,,2300,100,100,100
,,,,,,,,2301,100,100,100
,,,,,,,,2302,100,100,100
,,,,,,,,2303,100,100,100
,,,,,,,,2304,100,100,100
,,,,,,,,2305,100,100,100
,,,,,,,,2306,100,100,100
,,,,,,,,2307,100,100,100
,,,,,,,,2308,100,100,100
,,,,,,,,2309,100,100,100
,,,,,,,,2310,100,100,100
,,,,,,,,2311,100,100,100
,,,,,,,,2312,100,100,100
,,,,,,,,2313,100,100,100
,,,,,,,,2314,100,100,100
,,,,,,,,2315,100,100,100
,,,,,,,,2316,100,100,100
,,,,,,,,2317,100,100,100
,,,,,,,,2318,100,100,100
,,,,,,,,2319,100,100,100
,,,,,,,,2320,100,100,100
,,,,,,,,2321,100,100,100
,,,,,,,,2322,100,100,100
,,,,,,,,2323,100,100,100
,,,,,,,,2324,100,100,100
,,,,,,,,2325,100,100,100
,,,,,,,,2326,100,100,100
,,,,,,,,2327,100,100,100
,,,,,,,,2328,100,100,100
,,,,,,,,2329,100,100,100
,,,,,,,,2330,100,100,100
,,,,,,,,2331,100,100,100
,,,,,,,,2332,100,100,100
,,,,,,,,2333,100,100,100
,,,,,,,,2334,100,100,100
,,,,,,,,2335,100,100,100
,,,,,,,,2336,100,100,100
,,,,,,,,2337,100,100,100
,,,,,,,,2338,100,100,100
,,,,,,,,2339,100,100,100
,,,,,,,,2340,100,100,100
,,,,,,,,2341,100,100,100
,,,,,,,,2342,100,100,100
,,,,,,,,2343,100,100,100
,,,,,,,,2344,100,100,100
,,,,,,,,2345,100,100,100
,,,,,,,,2346,100,100,100
,,,,,,,,2347,100,100,100
,,,,,,,,2348,100,100,100
,,,,,,,,2349,100,100,100
,,,,,,,,2350,100,100,100
,,,,,,,,2351,100,100,100
,,,,,,,,2352,100,100,100
,,,,,,,,2353,100,100,100
,,,,,,,,2354,100,100,100
,,,,,,,,2355,100,100,100
,,,,,,,,2356,100,100,100
,,,,,,,,2357,100,100,100
,,,,,,,,2358,100,100,100
,,,,,,,,2359,100,100,100
,,,,,,,,2360,100,100,100
,,,,,,,,2361,100,100,100
,,,,,,,,2362,100,100,100
,,,,,,,,2363,100,100,100
,,,,,,,,2364,100,100,100
,,,,,,,,2365,100,100,100
,,,,,,,,2366,100,100,100
,,,,,,,,2367,100,100,100
,,,,,,,,2368,100,100,100
,,,,,,,,2369,100,100,100
,,,,,,,,2370,100,100,100
,,,,,,,,2371,100,100,100
,,,,,,,,2372,100,100,100
,,,,,,,,2373,100,100,100
,,,,,,,,2374,100,100,100
,,,,,,,,2375,100,100,100
,,,,,,,,2376,100,100,100
,,,,,,,,2377,100,100,100
,,,,,,,,2378,100,100,100
,,,,,,,,2379,100,100,100
,,,,,,,,2380,100,100,100
,,,,,,,,2381,100,100,100
,,,,,,,,2382,100,100,100
,,,,,,,,2383,100,100,100
,,,,,,,,2384,100,100,100
,,,,,,,,2385,100,100,100
,,,,,,,,2386,100,100,100
,,,,,,,,2387,100,100,100
,,,,,,,,2388,100,100,100
,,,,,,,,2389,100,100,100
,,,,,,,,2390,100,100,100
,,,,,,,,2391,100,100,100
,,,,,,,,2392,100,100,100
,,,,,,,,2393,100,100,100
,,,,,,,,2394,100,100,100
,,,,,,,,2395,100,100,100
,,,,,,,,2396,100,100,100
,,,,,,,,2397,100,100,100
,,,,,,,,2398,100,100,100
,,,,,,,,2399,100,100,100
,,,,,,,,2400,100,100,100
,,,,,,,,2401,100,100,100
,,,,,,,,2402,100,100,100
,,,,,,,,2403,100,100,100
,,,,,,,,2404,100,100,100
,,,,,,,,2405,100,100,100
,,,,,,,,2406,100,100,100
,,,,,,,,2407,100,100,100
,,,,,,,,2408,100,100,100
,,,,,,,,2409,100,100,100
,,,,,,,,2410,100,100,100
,,,,,,,,2411,100,100,100
,,,,,,,,2412,100,100,100
,,,,,,,,2413,100,100,100
,,,,,,,,2414,100,100,100
,,,,,,,,2415,100,100,100
,,,,,,,,2416,100,100,100
,,,,,,,,2417,100,100,100
,,,,,,,,2418,100,100,100
,,,,,,,,2419,100,100,100
,,,,,,,,2420,100,100,100
,,,,,,,,2421,100,100,100
,,,,,,,,2422,100,100,100
,,,,,,,,2423,100,100,100
,,,,,,,,2424,100,100,100
,,,,,,,,2425,100,100,100
,,,,,,,,2426,100,100,100
,,,,,,,,2427,100,100,100
,,,,,,,,2428,100,100,100
,,,,,,,,2429,100,100,100
,,,,,,,,2430,100,100,100
,,,,,,,,2431,100,100,100
,,,,,,,,2432,100,100,100
,,,,,,,,2433,100,100,100
,,,,,,,,2434,100,100,100
,,,,,,,,2435,100,100,100
,,,,,,,,2436,100,100,100
,,,,,,,,2437,100,100,100
,,,,,,,,2438,100,100,100
,,,,,,,,2439,100,100,100
,,,,,,,,2440,100,100,100
,,,,,,,,2441,100,100,100
,,,,,,,,2442,100,100,100
,,,,,,,,2443,100,100,100
,,,,,,,,2444,100,100,100
,,,,,,,,2445,100,100,100
,,,,,,,,2446,100,100,100
,,,,,,,,2447,100,100,100
,,,,,,,,2448,100,100,100
,,,,,,,,2449,100,100,100
,,,,,,,,2450,100,100,100
,,,,,,,,2451,100,100,100
,,,,,,,,2452,100,100,100
,,,,,,,,2453,100,100,100
,,,,,,,,2454,100,100,100
,,,,,,,,2455,100,100,100
,,,,,,,,2456,100,100,100
,,,,,,,,2457,100,100,100
,,,,,,,,2458,100,100,100
,,,,,,,,2459,100,100,100
,,,,,,,,2460,100,100,100
,,,,,,,,2461,100,100,100
,,,,,,,,2462,100,100,100
,,,,,,,,2463,100,100,100
,,,,,,,,2464,100,100,100
,,,,,,,,2465,100,100,100
,,,,,,,,2466,100,100,100
,,,,,,,,2467,100,100,100
,,,,,,,,2468,100,100,100
,,,,,,,,2469,100,100,100
,,,,,,,,2470,100,100,100
,,,,,,,,2471,100,100,100
,,,,,,,,2472,100,100,100
,,,,,,,,2473,100,100,100
,,,,,,,,2474,100,100,100
,,,,,,,,2475,100,100,100
,,,,,,,,2476,100,100,100
,,,,,,,,2477,100,100,100
,,,,,,,,2478,100,100,100
,,,,,,,,2479,100,100,100
,,,,,,,,2480,100,100,100
,,,,,,,,2481,100,100,100
,,,,,,,,2482,100,100,100
,,,,,,,,2483,100,100,100
,,,,,,,,2484,100,100,100
,,,,,,,,2485,100,100,100
,,,,,,,,2486,100,100,100
,,,,,,,,2487,100,100,100
,,,,,,,,2488,100,100,100
,,,,,,,,2489,100,100,100
,,,,,,,,2490,100,100,100
,,,,,,,,2491,100,100,100
,,,,,,,,2492,100,100,100
,,,,,,,,2493,100,100,100
,,,,,,,,2494,100,100,100
,,,,,,,,2495,100,100,100
,,,,,,,,2496,100,100,100
,,,,,,,,2497,100,100,100
,,,,,,,,2498,100,100,100
,,,,,,,,2499,100,100,100
,,,,,,,,2500,100,100,100
,,,,,,,,2501,100,100,100
,,,,,,,,2502,100,100,100
,,,,,,,,2503,100,100,100
,,,,,,,,2504,100,100,100
,,,,,,,,2505,100,100,100
,,,,,,,,2506,100,100,100
,,,,,,,,2507,100,100,100
,,,,,,,,2508,100,100,100
,,,,,,,,2509,100,100,100
,,,,,,,,2510,100,100,100
,,,,,,,,2511,100,100,100
,,,,,,,,2512,100,100,100
,,,,,,,,2513,100,100,100
,,,,,,,,2514,100,100,100
,,,,,,,,2515,100,100,100
,,,,,,,,2516,100,100,100
,,,,,,,,2517,100,100,100
,,,,,,,,2518,100,100,100
,,,,,,,,2519,100,100,100
,,,,,,,,2520,100,100,100
,,,,,,,,2521,100,100,100
,,,,,,,,2522,100,100,100
,,,,,,,,2523,100,100,100
,,,,,,,,2524,100,100,100
,,,,,,,,2525,100,100,100
,,,,,,,,2526,100,100,100
,,,,,,,,2527,100,100,100
,,,,,,,,2528,100,100,100
,,,,,,,,2529,100,100,100
,,,,,,,,2530,100,100,100
,,,,,,,,2531,100,100,100
,,,,,,,,2532,100,100,100
,,,,,,,,2533,100,100,100
,,,,,,,,2534,100,100,100
,,,,,,,,2535,100,100,100
,,,,,,,,2536,100,100,100
,,,,,,,,2537,100,100,100
,,,,,,,,2538,100,100,100
,,,,,,,,2539,100,100,100
,,,,,,,,2540,100,100,100
,,,,,,,,2541,100,100,100
,,,,,,,,2542,100,100,100
,,,,,,,,2543,100,100,100
,,,,,,,,2544,100,100,100
,,,,,,,,2545,100,100,100
,,,,,,,,2546,100,100,100
,,,,,,,,2547,100,100,100
,,,,,,,,2548,100,100,100
,,,,,,,,2549,100,100,100
,,,,,,,,2550,100,100,100
,,,,,,,,2551,100,100,100
,,,,,,,,2552,100,100,100
,,,,,,,,2553,100,100,100
,,,,,,,,2554,100,100,100
,,,,,,,,2555,100,100,100
,,,,,,,,2556,100,100,100
,,,,,,,,2557,100,100,100
,,,,,,,,2558,100,100,100
,,,,,,,,2559,100,100,100
,,,,,,,,2560,100,100,100
,,,,,,,,2561,100,100,100
,,,,,,,,2562,100,100,100
,,,,,,,,2563,100,100,100
,,,,,,,,2564,100,100,100
,,,,,,,,2565,100,100,100
,,,,,,,,2566,100,100,100
,,,,,,,,2567,100,100,100
,,,,,,,,2568,100,100,100
,,,,,,,,2569,100,100,100
,,,,,,,,2570,100,100,100
,,,,,,,,2571,100,100,100
,,,,,,,,2572,100,100,100
,,,,,,,,2573,100,100,100
,,,,,,,,2574,100,100,100
,,,,,,,,2575,100,100,100
,,,,,,,,2576,100,100,100
,,,,,,,,2577,100,100,100
,,,,,,,,2578,100,100,100
,,,,,,,,2579,100,100,100
,,,,,,,,2580,100,100,100
,,,,,,,,2581,100,100,100
,,,,,,,,2582,100,100,100
,,,,,,,,2583,100,100,100
,,,,,,,,2584,100,100,100
,,,,,,,,2585,100,100,100
,,,,,,,,2586,100,100,100
,,,,,,,,2587,100,100,100
,,,,,,,,2588,100,100,100
,,,,,,,,2589,100,100,100
,,,,,,,,2590,100,100,100
,,,,,,,,2591,100,100,100
,,,,,,,,2592,100,100,100
,,,,,,,,2593,100,100,100
,,,,,,,,2594,100,100,100
,,,,,,,,2595,100,100,100
,,,,,,,,2596,100,100,100
,,,,,,,,2597,100,100,100
,,,,,,,,2598,100,100,100
,,,,,,,,2599,100,100,100
,,,,,,,,2600,100,100,100
,,,,,,,,2601,100,100,100
,,,,,,,,2602,100,100,100
,,,,,,,,2603,100,100,100
,,,,,,,,2604,100,100,100
,,,,,,,,2605,100,100,100
,,,,,,,,2606,100,100,100
,,,,,,,,2607,100,100,100
,,,,,,,,2608,100,100,100
,,,,,,,,2609,100,100,100
,,,,,,,,2610,100,100,100
,,,,,,,,2611,100,100,100
,,,,,,,,2612,100,100,100
,,,,,,,,2613,100,100,100
,,,,,,,,2614,100,100,100
,,,,,,,,2615,100,100,100
,,,,,,,,2616,100,100,100
,,,,,,,,2617,100,100,100
,,,,,,,,2618,100,100,100
,,,,,,,,2619,100,100,100
,,,,,,,,2620,100,100,100
,,,,,,,,2621,100,100,100
,,,,,,,,2622,100,100,100
,,,,,,,,2623,100,100,100
,,,,,,,,2624,100,100,100
,,,,,,,,2625,100,100,100
,,,,,,,,2626,100,100,100
,,,,,,,,2627,100,100,100
,,,,,,,,2628,100,100,100
,,,,,,,,2629,100,100,100
,,,,,,,,2630,100,100,100
,,,,,,,,2631,100,100,100
,,,,,,,,2632,100,100,100
,,,,,,,,2633,100,100,100
,,,,,,,,2634,100,100,100
,,,,,,,,2635,100,100,100
,,,,,,,,2636,100,100,100
,,,,,,,,2637,100,100,100
,,,,,,,,2638,100,100,100
,,,,,,,,2639,100,100,100
,,,,,,,,2640,100,100,100
,,,,,,,,2641,100,100,100
,,,,,,,,2642,100,100,100
,,,,,,,,2643,100,100,100
,,,,,,,,2644,100,100,100
,,,,,,,,2645,100,100,100
,,,,,,,,2646,100,100,100
,,,,,,,,2647,100,100,100
,,,,,,,,2648,100,100,100
,,,,,,,,2649,100,100,100
,,,,,,,,2650,100,100,100
,,,,,,,,2651,100,100,100
,,,,,,,,2652,100,100,100
,,,,,,,,2653,100,100,100
,,,,,,,,2654,100,100,100
,,,,,,,,2655,100,100,100
,,,,,,,,2656,100,100,100
,,,,,,,,2657,100,100,100
,,,,,,,,2658,100,100,100
,,,,,,,,2659,100,100,100
,,,,,,,,2660,100,100,100
,,,,,,,,2661,100,100,100
,,,,,,,,2662,100,100,100
,,,,,,,,2663,100,100,100
,,,,,,,,2664,100,100,100
,,,,,,,,2665,100,100,100
,,,,,,,,2666,100,100,100
,,,,,,,,2667,100,100,100
,,,,,,,,2668,100,100,100
,,,,,,,,2669,100,100,100
,,,,,,,,2670,100,100,100
,,,,,,,,2671,100,100,100
,,,,,,,,2672,100,100,100
,,,,,,,,2673,100,100,100
,,,,,,,,2674,100,100,100
,,,,,,,,2675,100,100,100
,,,,,,,,2676,100,100,100
,,,,,,,,2677,100,100,100
,,,,,,,,2678,100,100,100
,,,,,,,,2679,100,100,100
,,,,,,,,2680,100,100,100
,,,,,,,,2681,100,100,100
,,,,,,,,2682,100,100,100
,,,,,,,,2683,100,100,100
,,,,,,,,2684,100,100,100
,,,,,,,,2685,100,100,100
,,,,,,,,2686,100,100,100
,,,,,,,,2687,100,100,100
,,,,,,,,2688,100,100,100
,,,,,,,,2689,100,100,100
,,,,,,,,2690,100,100,100
,,,,,,,,2691,100,100,100
,,,,,,,,2692,100,100,100
,,,,,,,,2693,100,100,100
,,,,,,,,2694,100,100,100
,,,,,,,,2695,100,100,100
,,,,,,,,2696,100,100,100
,,,,,,,,2697,100,100,100
,,,,,,,,2698,100,100,100
,,,,,,,,2699,100,100,100
,,,,,,,,2700,100,100,100
,,,,,,,,2701,100,100,100
,,,,,,,,2702,100,100,100
,,,,,,,,2703,100,100,100
,,,,,,,,2704,100,100,100
,,,,,,,,2705,100,100,100
,,,,,,,,2706,100,100,100
,,,,,,,,2707,100,100,100
,,,,,,,,2708,100,100,100
,,,,,,,,2709,100,100,100
,,,,,,,,2710,100,100,100
,,,,,,,,2711,100,100,100
,,,,,,,,2712,100,100,100
,,,,,,,,2713,100,100,100
,,,,,,,,2714,100,100,100
,,,,,,,,2715,100,100,100
,,,,,,,,2716,100,100,100
,,,,,,,,2717,100,100,100
,,,,,,,,2718,100,100,100
,,,,,,,,2719,100,100,100
,,,,,,,,2720,100,100,100
,,,,,,,,2721,100,100,100
,,,,,,,,2722,100,100,100
,,,,,,,,2723,100,100,100
,,,,,,,,2724,100,100,100
,,,,,,,,2725,100,100,100
,,,,,,,,2726,100,100,100
,,,,,,,,2727,100,100,100
,,,,,,,,2728,100,100,100
,,,,,,,,2729,100,100,100
,,,,,,,,2730,100,100,100
,,,,,,,,2731,100,100,100
,,,,,,,,2732,100,100,100
,,,,,,,,2733,100,100,100
,,,,,,,,2734,100,100,100
,,,,,,,,2735,100,100,100
,,,,,,,,2736,100,100,100
,,,,,,,,2737,100,100,100
,,,,,,,,2738,100,100,100
,,,,,,,,2739,100,100,100
,,,,,,,,2740,100,100,100
,,,,,,,,2741,100,100,100
,,,,,,,,2742,100,100,100
,,,,,,,,2743,100,100,100
,,,,,,,,2744,100,100,100
,,,,,,,,2745,100,100,100
,,,,,,,,2746,100,100,100
,,,,,,,,2747,100,100,100
,,,,,,,,2748,100,100,100
,,,,,,,,2749,100,100,100
,,,,,,,,2750,100,100,100
,,,,,,,,2751,100,100,100
,,,,,,,,2752,100,100,100
,,,,,,,,2753,100,100,100
,,,,,,,,2754,100,100,100
,,,,,,,,2755,100,100,100
,,,,,,,,2756,100,100,100
,,,,,,,,2757,100,100,100
,,,,,,,,2758,100,100,100
,,,,,,,,2759,100,100,100
,,,,,,,,2760,100,100,100
,,,,,,,,2761,100,100,100
,,,,,,,,2762,100,100,100
,,,,,,,,2763,100,100,100
,,,,,,,,2764,100,100,100
,,,,,,,,2765,100,100,100
,,,,,,,,2766,100,100,100
,,,,,,,,2767,100,100,100
,,,,,,,,2768,100,100,100
,,,,,,,,2769,100,100,100
,,,,,,,,2770,100,100,100
,,,,,,,,2771,100,100,100
,,,,,,,,2772,100,100,100
,,,,,,,,2773,100,100,100
,,,,,,,,2774,100,100,100
,,,,,,,,2775,100,100,100
,,,,,,,,2776,100,100,100
,,,,,,,,2777,100,100,100
,,,,,,,,2778,100,100,100
,,,,,,,,2779,100,100,100
,,,,,,,,2780,100,100,100
,,,,,,,,2781,100,100,100
,,,,,,,,2782,100,100,100
,,,,,,,,2783,100,100,100
,,,,,,,,2784,100,100,100
,,,,,,,,2785,100,100,100
,,,,,,,,2786,100,100,100
,,,,,,,,2787,100,100,100
,,,,,,,,2788,100,100,100
,,,,,,,,2789,100,100,100
,,,,,,,,2790,100,100,100
,,,,,,,,2791,100,100,100
,,,,,,,,2792,100,100,100
,,,,,,,,2793,100,100,100
,,,,,,,,2794,100,100,100
,,,,,,,,2795,100,100,100
,,,,,,,,2796,100,100,100
,,,,,,,,2797,100,100,100
,,,,,,,,2798,100,100,100
,,,,,,,,2799,100,100,100
,,,,,,,,2800,100,100,100
,,,,,,,,2801,100,100,100
,,,,,,,,2802,100,100,100
,,,,,,,,2803,100,100,100
,,,,,,,,2804,100,100,100
,,,,,,,,2805,100,100,100
,,,,,,,,2806,100,100,100
,,,,,,,,2807,100,100,100
,,,,,,,,2808,100,100,100
,,,,,,,,2809,100,100,100
,,,,,,,,2810,100,100,100
,,,,,,,,2811,100,100,100
,,,,,,,,2812,100,100,100
,,,,,,,,2813,100,100,100
,,,,,,,,2814,100,100,100
,,,,,,,,2815,100,100,100
,,,,,,,,2816,100,100,100
,,,,,,,,2817,100,100,100
,,,,,,,,2818,100,100,100
,,,,,,,,2819,100,100,100
,,,,,,,,2820,100,100,100
,,,,,,,,2821,100,100,100
,,,,,,,,2822,100,100,100
,,,,,,,,2823,100,100,100
,,,,,,,,2824,100,100,100
,,,,,,,,2825,100,100,100
,,,,,,,,2826,100,100,100
,,,,,,,,2827,100,100,100
,,,,,,,,2828,100,100,100
,,,,,,,,2829,100,100,100
,,,,,,,,2830,100,100,100
,,,,,,,,2831,100,100,100
,,,,,,,,2832,100,100,100
,,,,,,,,2833,100,100,100
,,,,,,,,2834,100,100,100
,,,,,,,,2835,100,100,100
,,,,,,,,2836,100,100,100
,,,,,,,,2837,100,100,100
,,,,,,,,2838,100,100,100
,,,,,,,,2839,100,100,100
,,,,,,,,2840,100,100,100
,,,,,,,,2841,100,100,100
,,,,,,,,2842,100,100,100
,,,,,,,,2843,100,100,100
,,,,,,,,2844,100,100,100
,,,,,,,,2845,100,100,100
,,,,,,,,2846,100,100,100
,,,,,,,,2847,100,100,100
,,,,,,,,2848,100,100,100
,,,,,,,,2849,100,100,100
,,,,,,,,2850,100,100,100
,,,,,,,,2851,100,100,100
,,,,,,,,2852,100,100,100
,,,,,,,,2853,100,100,100
,,,,,,,,2854,100,100,100
,,,,,,,,2855,100,100,100
,,,,,,,,2856,100,100,100
,,,,,,,,2857,100,100,100
,,,,,,,,2858,100,100,100
,,,,,,,,2859,100,100,100
,,,,,,,,2860,100,100,100
,,,,,,,,2861,100,100,100
,,,,,,,,2862,100,100,100
,,,,,,,,2863,100,100,100
,,,,,,,,2864,100,100,100
,,,,,,,,2865,100,100,100
,,,,,,,,2866,100,100,100
,,,,,,,,2867,100,100,100
,,,,,,,,2868,100,100,100
,,,,,,,,2869,100,100,100
,,,,,,,,2870,100,100,100
,,,,,,,,2871,100,100,100
,,,,,,,,2872,100,100,100
,,,,,,,,2873,100,100,100
,,,,,,,,2874,100,100,100
,,,,,,,,2875,100,100,100
,,,,,,,,2876,100,100,100
,,,,,,,,2877,100,100,100
,,,,,,,,2878,100,100,100
,,,,,,,,2879,100,100,100
,,,,,,,,2880,100,100,100
,,,,,,,,2881,100,100,100
,,,,,,,,2882,100,100,100
,,,,,,,,2883,100,100,100
,,,,,,,,2884,100,100,100
,,,,,,,,2885,100,100,100
,,,,,,,,2886,100,100,100
,,,,,,,,2887,100,100,100
,,,,,,,,2888,100,100,100
,,,,,,,,2889,100,100,100
,,,,,,,,2890,100,100,100
,,,,,,,,2891,100,100,100
,,,,,,,,2892,100,100,100
,,,,,,,,2893,100,100,100
,,,,,,,,2894,100,100,100
,,,,,,,,2895,100,100,100
,,,,,,,,2896,100,100,100
,,,,,,,,2897,100,100,100
,,,,,,,,2898,100,100,100
,,,,,,,,2899,100,100,100
,,,,,,,,2900,100,100,100
,,,,,,,,2901,100,100,100
,,,,,,,,2902,100,100,100
,,,,,,,,2903,100,100,100
,,,,,,,,2904,100,100,100
,,,,,,,,2905,100,100,100
,,,,,,,,2906,100,100,100
,,,,,,,,2907,100,100,100
,,,,,,,,2908,100,100,100
,,,,,,,,2909,100,100,100
,,,,,,,,2910,100,100,100
,,,,,,,,2911,100,100,100
,,,,,,,,2912,100,100,100
,,,,,,,,2913,100,100,100
,,,,,,,,2914,100,100,100
,,,,,,,,2915,100,100,100
,,,,,,,,2916,100,100,100
,,,,,,,,2917,100,100,100
,,,,,,,,2918,100,100,100
,,,,,,,,2919,100,100,100
,,,,,,,,2920,100,100,100
,,,,,,,,2921,100,100,100
,,,,,,,,2922,100,100,100
,,,,,,,,2923,100,100,100
,,,,,,,,2924,100,100,100
,,,,,,,,2925,100,100,100
,,,,,,,,2926,100,100,100
,,,,,,,,2927,100,100,100
,,,,,,,,2928,100,100,100
,,,,,,,,2929,100,100,100
,,,,,,,,2930,100,100,100
,,,,,,,,2931,100,100,100
,,,,,,,,2932,100,100,100
,,,,,,,,2933,100,100,100
,,,,,,,,2934,100,100,100
,,,,,,,,2935,100,100,100
,,,,,,,,2936,100,100,100
,,,,,,,,2937,100,100,100
,,,,,,,,2938,100,100,100
,,,,,,,,2939,100,100,100
,,,,,,,,2940,100,100,100
,,,,,,,,2941,100,100,100
,,,,,,,,2942,100,100,100
,,,,,,,,2943,100,100,100
,,,,,,,,2944,100,100,100
,,,,,,,,2945,100,100,100
,,,,,,,,2946,100,100,100
,,,,,,,,2947,100,100,100
,,,,,,,,2948,100,100,100
,,,,,,,,2949,100,100,100
,,,,,,,,2950,100,100,100
,,,,,,,,2951,100,100,100
,,,,,,,,2952,100,100,100
,,,,,,,,2953,100,100,100
,,,,,,,,2954,100,100,100
,,,,,,,,2955,100,100,100
,,,,,,,,2956,100,100,100
,,,,,,,,2957,100,100,100
,,,,,,,,2958,100,100,100
,,,,,,,,2959,100,100,100
,,,,,,,,2960,100,100,100
,,,,,,,,2961,100,100,100
,,,,,,,,2962,100,100,100
,,,,,,,,2963,100,100,100
,,,,,,,,2964,100,100,100
,,,,,,,,2965,100,100,100
,,,,,,,,2966,100,100,100
,,,,,,,,2967,100,100,100
,,,,,,,,2968,100,100,100
,,,,,,,,2969,100,100,100
,,,,,,,,2970,100,100,100
,,,,,,,,2971,100,100,100
,,,,,,,,2972,100,100,100
,,,,,,,,2973,100,100,100
,,,,,,,,2974,100,100,100
,,,,,,,,2975,100,100,100
,,,,,,,,2976,100,100,100
,,,,,,,,2977,100,100,100
,,,,,,,,2978,100,100,100
,,,,,,,,2979,100,100,100
,,,,,,,,2980,100,100,100
,,,,,,,,2981,100,100,100
,,,,,,,,2982,100,100,100
,,,,,,,,2983,100,100,100
,,,,,,,,2984,100,100,100
,,,,,,,,2985,100,100,100
,,,,,,,,2986,100,100,100
,,,,,,,,2987,100,100,100
,,,,,,,,2988,100,100,100
,,,,,,,,2989,100,100,100
,,,,,,,,2990,100,100,100
,,,,,,,,2991,100,100,100
,,,,,,,,2992,100,100,100
,,,,,,,,2993,100,100,100
,,,,,,,,2994,100,100,100
,,,,,,,,2995,100,100,100
,,,,,,,,2996,100,100,100
,,,,,,,,2997,100,100,100
,,,,,,,,2998,100,100,100
,,,,,,,,2999,100,100,100
,,,,,,,,3000,100,100,100
,,,,,,,,3001,100,100,100
,,,,,,,,3002,100,100,100
,,,,,,,,3003,100,100,100
,,,,,,,,3004,100,100,100
,,,,,,,,3005,100,100,100
,,,,,,,,3006,100,100,100
,,,,,,,,3007,100,100,100
,,,,,,,,3008,100,100,100
,,,,,,,,3009,100,100,100
,,,,,,,,3010,100,100,100
,,,,,,,,3011,100,100,100
,,,,,,,,3012,100,100,100
,,,,,,,,3013,100,100,100
,,,,,,,,3014,100,100,100
,,,,,,,,3015,100,100,100
,,,,,,,,3016,100,100,100
,,,,,,,,3017,100,100,100
,,,,,,,,3018,100,100,100
,,,,,,,,3019,100,100,100
,,,,,,,,3020,100,100,100
,,,,,,,,3021,100,100,100
,,,,,,,,3022,100,100,100
,,,,,,,,3023,100,100,100
,,,,,,,,3024,100,100,100
,,,,,,,,3025,100,100,100
,,,,,,,,3026,100,100,100
,,,,,,,,3027,100,100,100
,,,,,,,,3028,100,100,100
,,,,,,,,3029,100,100,100
,,,,,,,,3030,100,100,100
,,,,,,,,3031,100,100,100
,,,,,,,,3032,100,100,100
,,,,,,,,3033,100,100,100
,,,,,,,,3034,100,100,100
,,,,,,,,3035,100,100,100
,,,,,,,,3036,100,100,100
,,,,,,,,3037,100,100,100
,,,,,,,,3038,100,100,100
,,,,,,,,3039,100,100,100
,,,,,,,,3040,100,100,100
,,,,,,,,3041,100,100,100
,,,,,,,,3042,100,100,100
,,,,,,,,3043,100,100,100
,,,,,,,,3044,100,100,100
,,,,,,,,3045,100,100,100
,,,,,,,,3046,100,100,100
,,,,,,,,3047,100,100,100
,,,,,,,,3048,100,100,100
,,,,,,,,3049,100,100,100
,,,,,,,,3050,100,100,100
,,,,,,,,3051,100,100,100
,,,,,,,,3052,100,100,100
,,,,,,,,3053,100,100,100
,,,,,,,,3054,100,100,100
,,,,,,,,3055,100,100,100
,,,,,,,,3056,100,100,100
,,,,,,,,3057,100,100,100
,,,,,,,,3058,100,100,100
,,,,,,,,3059,100,100,100
,,,,,,,,3060,100,100,100
,,,,,,,,3061,100,100,100
,,,,,,,,3062,100,100,100
,,,,,,,,3063,100,100,100
,,,,,,,,3064,100,100,100
,,,,,,,,3065,100,100,100
,,,,,,,,3066,100,100,100
,,,,,,,,3067,100,100,100
,,,,,,,,3068,100,100,100
,,,,,,,,3069,100,100,100
,,,,,,,,3070,100,100,100
,,,,,,,,3071,100,100,100
,,,,,,,,3072,100,100,100
,,,,,,,,3073,100,100,100
,,,,,,,,3074,100,100,100
,,,,,,,,3075,100,100,100
