Time_Index,uranium,coal,natural_gas,none,coal_ccs,natural_gas_ccs
535,1.06,2.13,3.46,0.0,2.13,3.46
536,1.06,2.13,3.46,0.0,2.13,3.46
537,1.06,2.13,3.46,0.0,2.13,3.46
538,1.06,2.13,3.46,0.0,2.13,3.46
539,1.06,2.13,3.46,0.0,2.13,3.46
540,1.06,2.13,3.46,0.0,2.13,3.46
541,1.06,2.13,3.46,0.0,2.13,3.46
542,1.06,2.13,3.46,0.0,2.13,3.46
543,1.06,2.13,3.46,0.0,2.13,3.46
544,1.06,2.13,3.46,0.0,2.13,3.46
545,1.06,2.13,3.46,0.0,2.13,3.46
546,1.06,2.13,3.46,0.0,2.13,3.46
547,1.06,2.13,3.46,0.0,2.13,3.46
548,1.06,2.13,3.46,0.0,2.13,3.46
549,1.06,2.13,3.46,0.0,2.13,3.46
550,1.06,2.13,3.46,0.0,2.13,3.46
551,1.06,2.13,3.46,0.0,2.13,3.46
552,1.06,2.13,3.46,0.0,2.13,3.46
553,1.06,2.13,3.46,0.0,2.13,3.46
554,1.06,2.13,3.46,0.0,2.13,3.46
555,1.06,2.13,3.46,0.0,2.13,3.46
556,1.06,2.13,3.46,0.0,2.13,3.46
557,1.06,2.13,3.46,0.0,2.13,3.46
558,1.06,2.13,3.46,0.0,2.13,3.46
559,1.06,2.13,3.46,0.0,2.13,3.46
560,1.06,2.13,3.46,0.0,2.13,3.46
561,1.06,2.13,3.46,0.0,2.13,3.46
562,1.06,2.13,3.46,0.0,2.13,3.46
563,1.06,2.13,3.46,0.0,2.13,3.46
564,1.06,2.13,3.46,0.0,2.13,3.46
565,1.06,2.13,3.46,0.0,2.13,3.46
566,1.06,2.13,3.46,0.0,2.13,3.46
567,1.06,2.13,3.46,0.0,2.13,3.46
568,1.06,2.13,3.46,0.0,2.13,3.46
569,1.06,2.13,3.46,0.0,2.13,3.46
570,1.06,2.13,3.46,0.0,2.13,3.46
571,1.06,2.13,3.46,0.0,2.13,3.46
572,1.06,2.13,3.46,0.0,2.13,3.46
573,1.06,2.13,3.46,0.0,2.13,3.46
574,1.06,2.13,3.46,0.0,2.13,3.46
575,1.06,2.13,3.46,0.0,2.13,3.46
576,1.06,2.13,3.46,0.0,2.13,3.46
577,1.06,2.13,3.46,0.0,2.13,3.46
578,1.06,2.13,3.46,0.0,2.13,3.46
579,1.06,2.13,3.46,0.0,2.13,3.46
580,1.06,2.13,3.46,0.0,2.13,3.46
581,1.06,2.13,3.46,0.0,2.13,3.46
582,1.06,2.13,3.46,0.0,2.13,3.46
583,1.06,2.13,3.46,0.0,2.13,3.46
584,1.06,2.13,3.46,0.0,2.13,3.46
585,1.06,2.13,3.46,0.0,2.13,3.46
586,1.06,2.13,3.46,0.0,2.13,3.46
587,1.06,2.13,3.46,0.0,2.13,3.46
588,1.06,2.13,3.46,0.0,2.13,3.46
589,1.06,2.13,3.46,0.0,2.13,3.46
590,1.06,2.13,3.46,0.0,2.13,3.46
591,1.06,2.13,3.46,0.0,2.13,3.46
592,1.06,2.13,3.46,0.0,2.13,3.46
593,1.06,2.13,3.46,0.0,2.13,3.46
594,1.06,2.13,3.46,0.0,2.13,3.46
595,1.06,2.13,3.46,0.0,2.13,3.46
596,1.06,2.13,3.46,0.0,2.13,3.46
597,1.06,2.13,3.46,0.0,2.13,3.46
598,1.06,2.13,3.46,0.0,2.13,3.46
599,1.06,2.13,3.46,0.0,2.13,3.46
600,1.06,2.13,3.46,0.0,2.13,3.46
601,1.06,2.13,3.46,0.0,2.13,3.46
602,1.06,2.13,3.46,0.0,2.13,3.46
603,1.06,2.13,3.46,0.0,2.13,3.46
604,1.06,2.13,3.46,0.0,2.13,3.46
605,1.06,2.13,3.46,0.0,2.13,3.46
606,1.06,2.13,3.46,0.0,2.13,3.46
607,1.06,2.13,3.46,0.0,2.13,3.46
608,1.06,2.13,3.46,0.0,2.13,3.46
609,1.06,2.13,3.46,0.0,2.13,3.46
610,1.06,2.13,3.46,0.0,2.13,3.46
611,1.06,2.13,3.46,0.0,2.13,3.46
612,1.06,2.13,3.46,0.0,2.13,3.46
613,1.06,2.13,3.46,0.0,2.13,3.46
614,1.06,2.13,3.46,0.0,2.13,3.46
615,1.06,2.13,3.46,0.0,2.13,3.46
616,1.06,2.13,3.46,0.0,2.13,3.46
617,1.06,2.13,3.46,0.0,2.13,3.46
618,1.06,2.13,3.46,0.0,2.13,3.46
619,1.06,2.13,3.46,0.0,2.13,3.46
620,1.06,2.13,3.46,0.0,2.13,3.46
621,1.06,2.13,3.46,0.0,2.13,3.46
622,1.06,2.13,3.46,0.0,2.13,3.46
623,1.06,2.13,3.46,0.0,2.13,3.46
624,1.06,2.13,3.46,0.0,2.13,3.46
625,1.06,2.13,3.46,0.0,2.13,3.46
626,1.06,2.13,3.46,0.0,2.13,3.46
627,1.06,2.13,3.46,0.0,2.13,3.46
628,1.06,2.13,3.46,0.0,2.13,3.46
629,1.06,2.13,3.46,0.0,2.13,3.46
630,1.06,2.13,3.46,0.0,2.13,3.46
631,1.06,2.13,3.46,0.0,2.13,3.46
632,1.06,2.13,3.46,0.0,2.13,3.46
633,1.06,2.13,3.46,0.0,2.13,3.46
634,1.06,2.13,3.46,0.0,2.13,3.46
635,1.06,2.13,3.46,0.0,2.13,3.46
636,1.06,2.13,3.46,0.0,2.13,3.46
637,1.06,2.13,3.46,0.0,2.13,3.46
638,1.06,2.13,3.46,0.0,2.13,3.46
639,1.06,2.13,3.46,0.0,2.13,3.46
640,1.06,2.13,3.46,0.0,2.13,3.46
641,1.06,2.13,3.46,0.0,2.13,3.46
642,1.06,2.13,3.46,0.0,2.13,3.46
643,1.06,2.13,3.46,0.0,2.13,3.46
644,1.06,2.13,3.46,0.0,2.13,3.46
645,1.06,2.13,3.46,0.0,2.13,3.46
646,1.06,2.13,3.46,0.0,2.13,3.46
647,1.06,2.13,3.46,0.0,2.13,3.46
648,1.06,2.13,3.46,0.0,2.13,3.46
649,1.06,2.13,3.46,0.0,2.13,3.46
650,1.06,2.13,3.46,0.0,2.13,3.46
651,1.06,2.13,3.46,0.0,2.13,3.46
652,1.06,2.13,3.46,0.0,2.13,3.46
653,1.06,2.13,3.46,0.0,2.13,3.46
654,1.06,2.13,3.46,0.0,2.13,3.46
655,1.06,2.13,3.46,0.0,2.13,3.46
656,1.06,2.13,3.46,0.0,2.13,3.46
657,1.06,2.13,3.46,0.0,2.13,3.46
658,1.06,2.13,3.46,0.0,2.13,3.46
659,1.06,2.13,3.46,0.0,2.13,3.46
660,1.06,2.13,3.46,0.0,2.13,3.46
661,1.06,2.13,3.46,0.0,2.13,3.46
662,1.06,2.13,3.46,0.0,2.13,3.46
663,1.06,2.13,3.46,0.0,2.13,3.46
664,1.06,2.13,3.46,0.0,2.13,3.46
665,1.06,2.13,3.46,0.0,2.13,3.46
666,1.06,2.13,3.46,0.0,2.13,3.46
667,1.06,2.13,3.46,0.0,2.13,3.46
668,1.06,2.13,3.46,0.0,2.13,3.46
669,1.06,2.13,3.46,0.0,2.13,3.46
670,1.06,2.13,3.46,0.0,2.13,3.46
671,1.06,2.13,3.46,0.0,2.13,3.46
672,1.06,2.13,3.46,0.0,2.13,3.46
673,1.06,2.13,3.46,0.0,2.13,3.46
674,1.06,2.13,3.46,0.0,2.13,3.46
675,1.06,2.13,3.46,0.0,2.13,3.46
676,1.06,2.13,3.46,0.0,2.13,3.46
677,1.06,2.13,3.46,0.0,2.13,3.46
678,1.06,2.13,3.46,0.0,2.13,3.46
679,1.06,2.13,3.46,0.0,2.13,3.46
680,1.06,2.13,3.46,0.0,2.13,3.46
681,1.06,2.13,3.46,0.0,2.13,3.46
682,1.06,2.13,3.46,0.0,2.13,3.46
683,1.06,2.13,3.46,0.0,2.13,3.46
684,1.06,2.13,3.46,0.0,2.13,3.46
685,1.06,2.13,3.46,0.0,2.13,3.46
686,1.06,2.13,3.46,0.0,2.13,3.46
687,1.06,2.13,3.46,0.0,2.13,3.46
688,1.06,2.13,3.46,0.0,2.13,3.46
689,1.06,2.13,3.46,0.0,2.13,3.46
690,1.06,2.13,3.46,0.0,2.13,3.46
691,1.06,2.13,3.46,0.0,2.13,3.46
692,1.06,2.13,3.46,0.0,2.13,3.46
693,1.06,2.13,3.46,0.0,2.13,3.46
694,1.06,2.13,3.46,0.0,2.13,3.46
695,1.06,2.13,3.46,0.0,2.13,3.46
696,1.06,2.13,3.46,0.0,2.13,3.46
697,1.06,2.13,3.46,0.0,2.13,3.46
698,1.06,2.13,3.46,0.0,2.13,3.46
699,1.06,2.13,3.46,0.0,2.13,3.46
700,1.06,2.13,3.46,0.0,2.13,3.46
701,1.06,2.13,3.46,0.0,2.13,3.46
702,1.06,2.13,3.46,0.0,2.13,3.46
703,1.06,2.13,3.46,0.0,2.13,3.46
704,1.06,2.13,3.46,0.0,2.13,3.46
705,1.06,2.13,3.46,0.0,2.13,3.46
706,1.06,2.13,3.46,0.0,2.13,3.46
707,1.06,2.13,3.46,0.0,2.13,3.46
708,1.06,2.13,3.46,0.0,2.13,3.46
709,1.06,2.13,3.46,0.0,2.13,3.46
710,1.06,2.13,3.46,0.0,2.13,3.46
711,1.06,2.13,3.46,0.0,2.13,3.46
712,1.06,2.13,3.46,0.0,2.13,3.46
713,1.06,2.13,3.46,0.0,2.13,3.46
714,1.06,2.13,3.46,0.0,2.13,3.46
715,1.06,2.13,3.46,0.0,2.13,3.46
716,1.06,2.13,3.46,0.0,2.13,3.46
717,1.06,2.13,3.46,0.0,2.13,3.46
718,1.06,2.13,3.46,0.0,2.13,3.46
719,1.06,2.13,3.46,0.0,2.13,3.46
720,1.06,2.13,3.46,0.0,2.13,3.46
721,1.06,2.13,3.46,0.0,2.13,3.46
722,1.06,2.13,3.46,0.0,2.13,3.46
723,1.06,2.13,3.46,0.0,2.13,3.46
724,1.06,2.13,3.46,0.0,2.13,3.46
725,1.06,2.13,3.46,0.0,2.13,3.46
726,1.06,2.13,3.46,0.0,2.13,3.46
727,1.06,2.13,3.46,0.0,2.13,3.46
728,1.06,2.13,3.46,0.0,2.13,3.46
729,1.06,2.13,3.46,0.0,2.13,3.46
730,1.06,2.13,3.46,0.0,2.13,3.46
731,1.06,2.13,3.46,0.0,2.13,3.46
732,1.06,2.13,3.46,0.0,2.13,3.46
733,1.06,2.13,3.46,0.0,2.13,3.46
734,1.06,2.13,3.46,0.0,2.13,3.46
735,1.06,2.13,3.46,0.0,2.13,3.46
736,1.06,2.13,3.46,0.0,2.13,3.46
737,1.06,2.13,3.46,0.0,2.13,3.46
738,1.06,2.13,3.46,0.0,2.13,3.46
739,1.06,2.13,3.46,0.0,2.13,3.46
740,1.06,2.13,3.46,0.0,2.13,3.46
741,1.06,2.13,3.46,0.0,2.13,3.46
742,1.06,2.13,3.46,0.0,2.13,3.46
743,1.06,2.13,3.46,0.0,2.13,3.46
744,1.06,2.13,3.46,0.0,2.13,3.46
745,1.06,2.13,3.46,0.0,2.13,3.46
746,1.06,2.13,3.46,0.0,2.13,3.46
747,1.06,2.13,3.46,0.0,2.13,3.46
748,1.06,2.13,3.46,0.0,2.13,3.46
749,1.06,2.13,3.46,0.0,2.13,3.46
750,1.06,2.13,3.46,0.0,2.13,3.46
751,1.06,2.13,3.46,0.0,2.13,3.46
752,1.06,2.13,3.46,0.0,2.13,3.46
753,1.06,2.13,3.46,0.0,2.13,3.46
754,1.06,2.13,3.46,0.0,2.13,3.46
755,1.06,2.13,3.46,0.0,2.13,3.46
756,1.06,2.13,3.46,0.0,2.13,3.46
757,1.06,2.13,3.46,0.0,2.13,3.46
758,1.06,2.13,3.46,0.0,2.13,3.46
759,1.06,2.13,3.46,0.0,2.13,3.46
760,1.06,2.13,3.46,0.0,2.13,3.46
761,1.06,2.13,3.46,0.0,2.13,3.46
762,1.06,2.13,3.46,0.0,2.13,3.46
763,1.06,2.13,3.46,0.0,2.13,3.46
764,1.06,2.13,3.46,0.0,2.13,3.46
765,1.06,2.13,3.46,0.0,2.13,3.46
766,1.06,2.13,3.46,0.0,2.13,3.46
767,1.06,2.13,3.46,0.0,2.13,3.46
768,1.06,2.13,3.46,0.0,2.13,3.46
769,1.06,2.13,3.46,0.0,2.13,3.46
770,1.06,2.13,3.46,0.0,2.13,3.46
771,1.06,2.13,3.46,0.0,2.13,3.46
772,1.06,2.13,3.46,0.0,2.13,3.46
773,1.06,2.13,3.46,0.0,2.13,3.46
774,1.06,2.13,3.46,0.0,2.13,3.46
775,1.06,2.13,3.46,0.0,2.13,3.46
776,1.06,2.13,3.46,0.0,2.13,3.46
777,1.06,2.13,3.46,0.0,2.13,3.46
778,1.06,2.13,3.46,0.0,2.13,3.46
779,1.06,2.13,3.46,0.0,2.13,3.46
780,1.06,2.13,3.46,0.0,2.13,3.46
781,1.06,2.13,3.46,0.0,2.13,3.46
782,1.06,2.13,3.46,0.0,2.13,3.46
783,1.06,2.13,3.46,0.0,2.13,3.46
784,1.06,2.13,3.46,0.0,2.13,3.46
785,1.06,2.13,3.46,0.0,2.13,3.46
786,1.06,2.13,3.46,0.0,2.13,3.46
787,1.06,2.13,3.46,0.0,2.13,3.46
788,1.06,2.13,3.46,0.0,2.13,3.46
789,1.06,2.13,3.46,0.0,2.13,3.46
790,1.06,2.13,3.46,0.0,2.13,3.46
791,1.06,2.13,3.46,0.0,2.13,3.46
792,1.06,2.13,3.46,0.0,2.13,3.46
793,1.06,2.13,3.46,0.0,2.13,3.46
794,1.06,2.13,3.46,0.0,2.13,3.46
795,1.06,2.13,3.46,0.0,2.13,3.46
796,1.06,2.13,3.46,0.0,2.13,3.46
797,1.06,2.13,3.46,0.0,2.13,3.46
798,1.06,2.13,3.46,0.0,2.13,3.46
799,1.06,2.13,3.46,0.0,2.13,3.46
800,1.06,2.13,3.46,0.0,2.13,3.46
801,1.06,2.13,3.46,0.0,2.13,3.46
802,1.06,2.13,3.46,0.0,2.13,3.46
803,1.06,2.13,3.46,0.0,2.13,3.46
804,1.06,2.13,3.46,0.0,2.13,3.46
805,1.06,2.13,3.46,0.0,2.13,3.46
806,1.06,2.13,3.46,0.0,2.13,3.46
807,1.06,2.13,3.46,0.0,2.13,3.46
808,1.06,2.13,3.46,0.0,2.13,3.46
809,1.06,2.13,3.46,0.0,2.13,3.46
810,1.06,2.13,3.46,0.0,2.13,3.46
811,1.06,2.13,3.46,0.0,2.13,3.46
812,1.06,2.13,3.46,0.0,2.13,3.46
813,1.06,2.13,3.46,0.0,2.13,3.46
814,1.06,2.13,3.46,0.0,2.13,3.46
815,1.06,2.13,3.46,0.0,2.13,3.46
816,1.06,2.13,3.46,0.0,2.13,3.46
817,1.06,2.13,3.46,0.0,2.13,3.46
818,1.06,2.13,3.46,0.0,2.13,3.46
819,1.06,2.13,3.46,0.0,2.13,3.46
820,1.06,2.13,3.46,0.0,2.13,3.46
821,1.06,2.13,3.46,0.0,2.13,3.46
822,1.06,2.13,3.46,0.0,2.13,3.46
823,1.06,2.13,3.46,0.0,2.13,3.46
824,1.06,2.13,3.46,0.0,2.13,3.46
825,1.06,2.13,3.46,0.0,2.13,3.46
826,1.06,2.13,3.46,0.0,2.13,3.46
827,1.06,2.13,3.46,0.0,2.13,3.46
828,1.06,2.13,3.46,0.0,2.13,3.46
829,1.06,2.13,3.46,0.0,2.13,3.46
830,1.06,2.13,3.46,0.0,2.13,3.46
831,1.06,2.13,3.46,0.0,2.13,3.46
832,1.06,2.13,3.46,0.0,2.13,3.46
833,1.06,2.13,3.46,0.0,2.13,3.46
834,1.06,2.13,3.46,0.0,2.13,3.46
835,1.06,2.13,3.46,0.0,2.13,3.46
836,1.06,2.13,3.46,0.0,2.13,3.46
837,1.06,2.13,3.46,0.0,2.13,3.46
838,1.06,2.13,3.46,0.0,2.13,3.46
839,1.06,2.13,3.46,0.0,2.13,3.46
840,1.06,2.13,3.46,0.0,2.13,3.46
841,1.06,2.13,3.46,0.0,2.13,3.46
842,1.06,2.13,3.46,0.0,2.13,3.46
843,1.06,2.13,3.46,0.0,2.13,3.46
844,1.06,2.13,3.46,0.0,2.13,3.46
845,1.06,2.13,3.46,0.0,2.13,3.46
846,1.06,2.13,3.46,0.0,2.13,3.46
847,1.06,2.13,3.46,0.0,2.13,3.46
848,1.06,2.13,3.46,0.0,2.13,3.46
849,1.06,2.13,3.46,0.0,2.13,3.46
850,1.06,2.13,3.46,0.0,2.13,3.46
851,1.06,2.13,3.46,0.0,2.13,3.46
852,1.06,2.13,3.46,0.0,2.13,3.46
853,1.06,2.13,3.46,0.0,2.13,3.46
854,1.06,2.13,3.46,0.0,2.13,3.46
855,1.06,2.13,3.46,0.0,2.13,3.46
856,1.06,2.13,3.46,0.0,2.13,3.46
857,1.06,2.13,3.46,0.0,2.13,3.46
858,1.06,2.13,3.46,0.0,2.13,3.46
859,1.06,2.13,3.46,0.0,2.13,3.46
860,1.06,2.13,3.46,0.0,2.13,3.46
861,1.06,2.13,3.46,0.0,2.13,3.46
862,1.06,2.13,3.46,0.0,2.13,3.46
863,1.06,2.13,3.46,0.0,2.13,3.46
864,1.06,2.13,3.46,0.0,2.13,3.46
865,1.06,2.13,3.46,0.0,2.13,3.46
866,1.06,2.13,3.46,0.0,2.13,3.46
867,1.06,2.13,3.46,0.0,2.13,3.46
868,1.06,2.13,3.46,0.0,2.13,3.46
869,1.06,2.13,3.46,0.0,2.13,3.46
870,1.06,2.13,3.46,0.0,2.13,3.46
871,1.06,2.13,3.46,0.0,2.13,3.46
872,1.06,2.13,3.46,0.0,2.13,3.46
873,1.06,2.13,3.46,0.0,2.13,3.46
874,1.06,2.13,3.46,0.0,2.13,3.46
875,1.06,2.13,3.46,0.0,2.13,3.46
876,1.06,2.13,3.46,0.0,2.13,3.46
877,1.06,2.13,3.46,0.0,2.13,3.46
878,1.06,2.13,3.46,0.0,2.13,3.46
879,1.06,2.13,3.46,0.0,2.13,3.46
880,1.06,2.13,3.46,0.0,2.13,3.46
881,1.06,2.13,3.46,0.0,2.13,3.46
882,1.06,2.13,3.46,0.0,2.13,3.46
883,1.06,2.13,3.46,0.0,2.13,3.46
884,1.06,2.13,3.46,0.0,2.13,3.46
885,1.06,2.13,3.46,0.0,2.13,3.46
886,1.06,2.13,3.46,0.0,2.13,3.46
887,1.06,2.13,3.46,0.0,2.13,3.46
888,1.06,2.13,3.46,0.0,2.13,3.46
889,1.06,2.13,3.46,0.0,2.13,3.46
890,1.06,2.13,3.46,0.0,2.13,3.46
891,1.06,2.13,3.46,0.0,2.13,3.46
892,1.06,2.13,3.46,0.0,2.13,3.46
893,1.06,2.13,3.46,0.0,2.13,3.46
894,1.06,2.13,3.46,0.0,2.13,3.46
895,1.06,2.13,3.46,0.0,2.13,3.46
896,1.06,2.13,3.46,0.0,2.13,3.46
897,1.06,2.13,3.46,0.0,2.13,3.46
898,1.06,2.13,3.46,0.0,2.13,3.46
899,1.06,2.13,3.46,0.0,2.13,3.46
900,1.06,2.13,3.46,0.0,2.13,3.46
901,1.06,2.13,3.46,0.0,2.13,3.46
902,1.06,2.13,3.46,0.0,2.13,3.46
903,1.06,2.13,3.46,0.0,2.13,3.46
904,1.06,2.13,3.46,0.0,2.13,3.46
905,1.06,2.13,3.46,0.0,2.13,3.46
906,1.06,2.13,3.46,0.0,2.13,3.46
907,1.06,2.13,3.46,0.0,2.13,3.46
908,1.06,2.13,3.46,0.0,2.13,3.46
909,1.06,2.13,3.46,0.0,2.13,3.46
910,1.06,2.13,3.46,0.0,2.13,3.46
911,1.06,2.13,3.46,0.0,2.13,3.46
912,1.06,2.13,3.46,0.0,2.13,3.46
913,1.06,2.13,3.46,0.0,2.13,3.46
914,1.06,2.13,3.46,0.0,2.13,3.46
915,1.06,2.13,3.46,0.0,2.13,3.46
916,1.06,2.13,3.46,0.0,2.13,3.46
917,1.06,2.13,3.46,0.0,2.13,3.46
918,1.06,2.13,3.46,0.0,2.13,3.46
919,1.06,2.13,3.46,0.0,2.13,3.46
920,1.06,2.13,3.46,0.0,2.13,3.46
921,1.06,2.13,3.46,0.0,2.13,3.46
922,1.06,2.13,3.46,0.0,2.13,3.46
923,1.06,2.13,3.46,0.0,2.13,3.46
924,1.06,2.13,3.46,0.0,2.13,3.46
925,1.06,2.13,3.46,0.0,2.13,3.46
926,1.06,2.13,3.46,0.0,2.13,3.46
927,1.06,2.13,3.46,0.0,2.13,3.46
928,1.06,2.13,3.46,0.0,2.13,3.46
929,1.06,2.13,3.46,0.0,2.13,3.46
930,1.06,2.13,3.46,0.0,2.13,3.46
931,1.06,2.13,3.46,0.0,2.13,3.46
932,1.06,2.13,3.46,0.0,2.13,3.46
933,1.06,2.13,3.46,0.0,2.13,3.46
934,1.06,2.13,3.46,0.0,2.13,3.46
935,1.06,2.13,3.46,0.0,2.13,3.46
936,1.06,2.13,3.46,0.0,2.13,3.46
937,1.06,2.13,3.46,0.0,2.13,3.46
938,1.06,2.13,3.46,0.0,2.13,3.46
939,1.06,2.13,3.46,0.0,2.13,3.46
940,1.06,2.13,3.46,0.0,2.13,3.46
941,1.06,2.13,3.46,0.0,2.13,3.46
942,1.06,2.13,3.46,0.0,2.13,3.46
943,1.06,2.13,3.46,0.0,2.13,3.46
944,1.06,2.13,3.46,0.0,2.13,3.46
945,1.06,2.13,3.46,0.0,2.13,3.46
946,1.06,2.13,3.46,0.0,2.13,3.46
947,1.06,2.13,3.46,0.0,2.13,3.46
948,1.06,2.13,3.46,0.0,2.13,3.46
949,1.06,2.13,3.46,0.0,2.13,3.46
950,1.06,2.13,3.46,0.0,2.13,3.46
951,1.06,2.13,3.46,0.0,2.13,3.46
952,1.06,2.13,3.46,0.0,2.13,3.46
953,1.06,2.13,3.46,0.0,2.13,3.46
954,1.06,2.13,3.46,0.0,2.13,3.46
955,1.06,2.13,3.46,0.0,2.13,3.46
956,1.06,2.13,3.46,0.0,2.13,3.46
957,1.06,2.13,3.46,0.0,2.13,3.46
958,1.06,2.13,3.46,0.0,2.13,3.46
959,1.06,2.13,3.46,0.0,2.13,3.46
960,1.06,2.13,3.46,0.0,2.13,3.46
961,1.06,2.13,3.46,0.0,2.13,3.46
962,1.06,2.13,3.46,0.0,2.13,3.46
963,1.06,2.13,3.46,0.0,2.13,3.46
964,1.06,2.13,3.46,0.0,2.13,3.46
965,1.06,2.13,3.46,0.0,2.13,3.46
966,1.06,2.13,3.46,0.0,2.13,3.46
967,1.06,2.13,3.46,0.0,2.13,3.46
968,1.06,2.13,3.46,0.0,2.13,3.46
969,1.06,2.13,3.46,0.0,2.13,3.46
970,1.06,2.13,3.46,0.0,2.13,3.46
971,1.06,2.13,3.46,0.0,2.13,3.46
972,1.06,2.13,3.46,0.0,2.13,3.46
973,1.06,2.13,3.46,0.0,2.13,3.46
974,1.06,2.13,3.46,0.0,2.13,3.46
975,1.06,2.13,3.46,0.0,2.13,3.46
976,1.06,2.13,3.46,0.0,2.13,3.46
977,1.06,2.13,3.46,0.0,2.13,3.46
978,1.06,2.13,3.46,0.0,2.13,3.46
979,1.06,2.13,3.46,0.0,2.13,3.46
980,1.06,2.13,3.46,0.0,2.13,3.46
981,1.06,2.13,3.46,0.0,2.13,3.46
982,1.06,2.13,3.46,0.0,2.13,3.46
983,1.06,2.13,3.46,0.0,2.13,3.46
984,1.06,2.13,3.46,0.0,2.13,3.46
985,1.06,2.13,3.46,0.0,2.13,3.46
986,1.06,2.13,3.46,0.0,2.13,3.46
987,1.06,2.13,3.46,0.0,2.13,3.46
988,1.06,2.13,3.46,0.0,2.13,3.46
989,1.06,2.13,3.46,0.0,2.13,3.46
990,1.06,2.13,3.46,0.0,2.13,3.46
991,1.06,2.13,3.46,0.0,2.13,3.46
992,1.06,2.13,3.46,0.0,2.13,3.46
993,1.06,2.13,3.46,0.0,2.13,3.46
994,1.06,2.13,3.46,0.0,2.13,3.46
995,1.06,2.13,3.46,0.0,2.13,3.46
996,1.06,2.13,3.46,0.0,2.13,3.46
997,1.06,2.13,3.46,0.0,2.13,3.46
998,1.06,2.13,3.46,0.0,2.13,3.46
999,1.06,2.13,3.46,0.0,2.13,3.46
1000,1.06,2.13,3.46,0.0,2.13,3.46
1001,1.06,2.13,3.46,0.0,2.13,3.46
1002,1.06,2.13,3.46,0.0,2.13,3.46
1003,1.06,2.13,3.46,0.0,2.13,3.46
1004,1.06,2.13,3.46,0.0,2.13,3.46
1005,1.06,2.13,3.46,0.0,2.13,3.46
1006,1.06,2.13,3.46,0.0,2.13,3.46
1007,1.06,2.13,3.46,0.0,2.13,3.46
1008,1.06,2.13,3.46,0.0,2.13,3.46
1009,1.06,2.13,3.46,0.0,2.13,3.46
1010,1.06,2.13,3.46,0.0,2.13,3.46
1011,1.06,2.13,3.46,0.0,2.13,3.46
1012,1.06,2.13,3.46,0.0,2.13,3.46
1013,1.06,2.13,3.46,0.0,2.13,3.46
1014,1.06,2.13,3.46,0.0,2.13,3.46
1015,1.06,2.13,3.46,0.0,2.13,3.46
1016,1.06,2.13,3.46,0.0,2.13,3.46
1017,1.06,2.13,3.46,0.0,2.13,3.46
1018,1.06,2.13,3.46,0.0,2.13,3.46
1019,1.06,2.13,3.46,0.0,2.13,3.46
1020,1.06,2.13,3.46,0.0,2.13,3.46
1021,1.06,2.13,3.46,0.0,2.13,3.46
1022,1.06,2.13,3.46,0.0,2.13,3.46
1023,1.06,2.13,3.46,0.0,2.13,3.46
1024,1.06,2.13,3.46,0.0,2.13,3.46
1025,1.06,2.13,3.46,0.0,2.13,3.46
1026,1.06,2.13,3.46,0.0,2.13,3.46
1027,1.06,2.13,3.46,0.0,2.13,3.46
1028,1.06,2.13,3.46,0.0,2.13,3.46
1029,1.06,2.13,3.46,0.0,2.13,3.46
1030,1.06,2.13,3.46,0.0,2.13,3.46
1031,1.06,2.13,3.46,0.0,2.13,3.46
1032,1.06,2.13,3.46,0.0,2.13,3.46
1033,1.06,2.13,3.46,0.0,2.13,3.46
1034,1.06,2.13,3.46,0.0,2.13,3.46
1035,1.06,2.13,3.46,0.0,2.13,3.46
1036,1.06,2.13,3.46,0.0,2.13,3.46
1037,1.06,2.13,3.46,0.0,2.13,3.46
1038,1.06,2.13,3.46,0.0,2.13,3.46
1039,1.06,2.13,3.46,0.0,2.13,3.46
1040,1.06,2.13,3.46,0.0,2.13,3.46
1041,1.06,2.13,3.46,0.0,2.13,3.46
1042,1.06,2.13,3.46,0.0,2.13,3.46
1043,1.06,2.13,3.46,0.0,2.13,3.46
1044,1.06,2.13,3.46,0.0,2.13,3.46
1045,1.06,2.13,3.46,0.0,2.13,3.46
1046,1.06,2.13,3.46,0.0,2.13,3.46
1047,1.06,2.13,3.46,0.0,2.13,3.46
1048,1.06,2.13,3.46,0.0,2.13,3.46
1049,1.06,2.13,3.46,0.0,2.13,3.46
1050,1.06,2.13,3.46,0.0,2.13,3.46
1051,1.06,2.13,3.46,0.0,2.13,3.46
1052,1.06,2.13,3.46,0.0,2.13,3.46
1053,1.06,2.13,3.46,0.0,2.13,3.46
1054,1.06,2.13,3.46,0.0,2.13,3.46
1055,1.06,2.13,3.46,0.0,2.13,3.46
1056,1.06,2.13,3.46,0.0,2.13,3.46
1057,1.06,2.13,3.46,0.0,2.13,3.46
1058,1.06,2.13,3.46,0.0,2.13,3.46
1059,1.06,2.13,3.46,0.0,2.13,3.46
1060,1.06,2.13,3.46,0.0,2.13,3.46
1061,1.06,2.13,3.46,0.0,2.13,3.46
1062,1.06,2.13,3.46,0.0,2.13,3.46
1063,1.06,2.13,3.46,0.0,2.13,3.46
1064,1.06,2.13,3.46,0.0,2.13,3.46
1065,1.06,2.13,3.46,0.0,2.13,3.46
1066,1.06,2.13,3.46,0.0,2.13,3.46
1067,1.06,2.13,3.46,0.0,2.13,3.46
1068,1.06,2.13,3.46,0.0,2.13,3.46
