Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
1,1,0,1,0.569944978,0,1,0.920104027,1,1,1
2,1,0,1,0.623258889,0,1,0.882233679,1,1,1
3,1,0,1,0.694188416,0,1,0.89507395,1,1,1
4,1,0,1,0.647399664,0,1,0.87304908,1,1,1
5,1,0,1,0.381773531,0,1,0.831012249,1,1,1
6,1,0,1,0.244582877,0,1,0.776541591,1,1,1
7,1,0,1,0.293396771,0,1,0.704862773,1,1,1
8,1,0,1,0.37860319,0,1,0.64796108,1,1,1
9,1,0.1779,1,0.329338044,0.2003,1,0.526324749,1,1,1
10,1,0.429,1,1.52E-05,0.4221,1,0.079201177,1,1,1
11,1,0.5748,1,4.55E-05,0.5774,1,0.02501085,1,1,1
12,1,0.6484,1,0.00057204,0.6504,1,0.006543793,1,1,1
13,1,0.6208,1,0.086801805,0.6166,1,0.012104483,1,1,1
14,1,0.596,1,0.341097623,0.6205,1,0.018969901,1,1,1
15,1,0.5013,1,0.326572925,0.513,1,0.034807973,1,1,1
16,1,0.3311,1,0.38522929,0.3369,1,0.089363858,1,1,1
17,1,0.0642,1,0.25948137,0.1068,1,0.198931903,1,1,1
18,1,0,1,0.818314612,0,1,0.486049294,1,1,1
19,1,0,1,0.947374165,0,1,0.695741773,1,1,1
20,1,0,1,0.884191096,0,1,0.893018901,1,1,1
21,1,0,1,0.863175511,0,1,0.884643197,1,1,1
22,1,0,1,0.935150564,0,1,0.961134374,1,1,1
23,1,0,1,0.973402262,0,1,0.955752611,1,1,1
24,1,0,1,0.746089995,0,1,0.952378809,1,1,1
25,1,0,1,0.433065981,0,1,0.905306697,1,1,1
26,1,0,1,0.503579199,0,1,0.868118405,1,1,1
27,1,0,1,0.820716262,0,1,0.810200989,1,1,1
28,1,0,1,0.861984015,0,1,0.878156662,1,1,1
29,1,0,1,0.635637224,0,1,0.943921924,1,1,1
30,1,0,1,0.684829473,0,1,0.907720923,1,1,1
31,1,0,1,0.745589137,0,1,0.828339458,1,1,1
32,1,0,1,0.27747938,0,1,0.849667013,1,1,1
33,1,0.16,1,0.655076563,0.1615,1,0.907849193,1,1,1
34,1,0.3418,1,0.843971074,0.4263,1,0.964260221,1,1,1
35,1,0.4952,1,0.989659667,0.57,1,0.942756534,1,1,1
36,1,0.5654,1,0.995543838,0.6482,1,0.85308063,1,1,1
37,1,0.5713,1,1,0.6314,1,0.791825891,1,1,1
38,1,0.5414,1,1,0.5409,1,0.882102609,1,1,1
39,1,0.4677,1,0.998463929,0.4277,1,0.888284206,1,1,1
40,1,0.3193,1,0.957467973,0.3402,1,0.899303496,1,1,1
41,1,0.1003,1,0.884891868,0.1301,1,0.918197513,1,1,1
42,1,0,1,0.697858751,0,1,0.785050571,1,1,1
43,1,0,1,0.532083452,0,1,0.849610209,1,1,1
44,1,0,1,0.179168805,0,1,0.890681326,1,1,1
45,1,0,1,0.460624933,0,1,0.895241141,1,1,1
46,1,0,1,0.575961411,0,1,0.842129111,1,1,1
47,1,0,1,0.526084423,0,1,0.778776944,1,1,1
48,1,0,1,0.570720732,0,1,0.798049688,1,1,1
49,1,0,1,0.616125405,0,1,0.865914464,1,1,1
50,1,0,1,0.687053382,0,1,0.807153344,1,1,1
51,1,0,1,0.553053379,0,1,0.573096633,1,1,1
52,1,0,1,0.677880645,0,1,0.476775587,1,1,1
53,1,0,1,0.80630821,0,1,0.574992657,1,1,1
54,1,0,1,0.801423192,0,1,0.604182601,1,1,1
55,1,0,1,0.736126423,0,1,0.744862914,1,1,1
56,1,0,1,0.630956411,0,1,0.792550921,1,1,1
57,1,0.2147,1,0.731341124,0.1899,1,0.87292397,1,1,1
58,1,0.436,1,0.992636561,0.4305,1,0.912224948,1,1,1
59,1,0.5787,1,1,0.5707,1,0.980872095,1,1,1
60,1,0.632,1,1,0.6554,1,0.994781852,1,1,1
61,1,0.6451,1,1,0.6621,1,0.988758683,1,1,1
62,1,0.6207,1,1,0.6529,1,0.998735309,1,1,1
63,1,0.5504,1,1,0.5731,1,0.996199667,1,1,1
64,1,0.3781,1,0.999652565,0.4127,1,0.983224452,1,1,1
65,1,0.1371,1,0.945950031,0.1725,1,0.998122811,1,1,1
66,1,0,1,0.987837434,0,1,0.997993112,1,1,1
67,1,0,1,1,0,1,0.997174382,1,1,1
68,1,0,1,0.958051622,0,1,0.987223804,1,1,1
69,1,0,1,1,0,1,0.981596351,1,1,1
70,1,0,1,0.996488094,0,1,0.992870092,1,1,1
71,1,0,1,0.997731447,0,1,0.954669297,1,1,1
72,1,0,1,0.997055888,0,1,0.9347471,1,1,1
73,1,0,1,1,0,1,0.978952587,1,1,1
74,1,0,1,0.999057055,0,1,0.945270836,1,1,1
75,1,0,1,0.964799762,0,1,0.929749548,1,1,1
76,1,0,1,0.929325104,0,1,0.909057319,1,1,1
77,1,0,1,0.906229854,0,1,0.901528418,1,1,1
78,1,0,1,0.809327066,0,1,0.910134673,1,1,1
79,1,0,1,0.651830137,0,1,0.867187142,1,1,1
80,1,0,1,0.48080951,0,1,0.876390636,1,1,1
81,1,0.2277,1,0.378751755,0.2204,1,0.823099732,1,1,1
82,1,0.4502,1,0.383687705,0.4435,1,0.801250398,1,1,1
83,1,0.6046,1,0.43698281,0.5641,1,0.801717401,1,1,1
84,1,0.6791,1,0.027345492,0.6709,1,0.240071028,1,1,1
85,1,0.6728,1,0.000123209,0.6513,1,0.299450189,1,1,1
86,1,0.6482,1,5.38E-05,0.6024,1,0.186628819,1,1,1
87,1,0.528,1,6.64E-05,0.4635,1,0.105973914,1,1,1
88,1,0.3343,1,0.002060085,0.305,1,0.071392164,1,1,1
