BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.549618478654887e8,2.3947119184400916e7,-2.9564344672099903e7,0.0,0.0,0.0,0.0,0.0,0.0,-3.700182223777898e8
t1,51515.10982932296,5335.424521747258,-5702.51443107022,0.0,0.0,0.0,0.0,0.0,0.0,-53508.01992
t2,57358.48087538527,2514.644208716107,-8523.294744101371,0.0,0.0,0.0,0.0,0.0,0.0,-53709.83034
t3,58475.355065857955,2274.723743479763,-8763.215209337715,0.0,0.0,0.0,0.0,0.0,0.0,-54346.8636
t4,59002.00722448735,2376.7405941650645,-8661.198358652413,0.0,0.0,0.0,0.0,0.0,0.0,-55077.54946
t5,53772.41392,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56132.41392
t6,49861.97562332045,4884.256506679542,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57106.23213
t7,46489.19965271152,8553.335587288477,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57402.53524
t8,49599.33926419256,5536.821025807442,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57496.16029
t9,52967.987141621445,1316.22153837857,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56644.20868
t10,48003.41066523871,5233.48081476128,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55596.89148
t11,54275.904607363926,0.0,-2629.8200873639316,0.0,0.0,0.0,0.0,0.0,0.0,-54006.08452
t12,59889.841063359614,548.6133197289398,-10489.32563308854,0.0,0.0,0.0,0.0,0.0,0.0,-52309.12875
t13,58529.2838936599,630.4629945787883,-10407.47595823869,0.0,0.0,0.0,0.0,0.0,0.0,-51112.27093
t14,57657.16713635056,729.2651882334607,-10308.673764584018,0.0,0.0,0.0,0.0,0.0,0.0,-50437.75856
t15,49611.047961404714,4925.338610706381,-6112.600342111098,0.0,0.0,0.0,0.0,0.0,0.0,-50783.78623
t16,47234.46821369542,7614.674849561032,-3423.2641032564466,0.0,0.0,0.0,0.0,0.0,0.0,-53785.87896
t17,43706.49133718252,11037.938952817478,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57104.43029
t18,47677.15817446842,9644.345594174525,-1393.5933586429528,0.0,0.0,0.0,0.0,0.0,0.0,-58287.91041
t19,65140.56565181591,1128.8106205007916,-9909.128332316686,0.0,0.0,0.0,0.0,0.0,0.0,-58720.24794
t20,67034.70981765118,212.01081758315786,-10825.92813523432,0.0,0.0,0.0,0.0,0.0,0.0,-58780.7925
t21,66678.42121281748,0.0,-11037.938952817478,0.0,0.0,0.0,0.0,0.0,0.0,-58000.48226
t22,49734.75819225444,8043.598715281522,-2994.3402375359565,0.0,0.0,0.0,0.0,0.0,0.0,-57144.01667
t23,61459.86924695587,1835.661562930807,-9202.27738988667,0.0,0.0,0.0,0.0,0.0,0.0,-56453.25342
t24,52363.09301591413,1463.634394085865,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56186.72741
t25,46360.629105537635,7702.373454462365,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56423.00256
t26,51284.25023948873,3441.08781051127,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57085.33805
t27,50545.01832011271,4952.6725998872935,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57857.69092
t28,67846.31699281749,0.0,-11037.938952817478,0.0,0.0,0.0,0.0,0.0,0.0,-59168.37804
t29,64295.60153054048,0.0,-5299.026150540478,0.0,0.0,0.0,0.0,0.0,0.0,-61356.57538
t30,62251.50211585987,0.0,-1084.6777258598693,0.0,0.0,0.0,0.0,0.0,0.0,-63526.82439
