Resource,NGCC_bf,NGCC_gf,NGCT_bf,NGCT_gf,NGST,Coal,Nuclear,Biomass,SolarPV,Wind,Hydro,PHS,Li-ion,Retro_NGCC_CCS,Retro_NGCC_H2,Retro_Coal_TES,Retro_Coal_SMR,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Sum,0.0,898323.5763262843,91073.32985860185,0.0,25495.659484091666,0.0,0.0,2718.65461665977,0.0,0.0,0.0,0.0,0.0,665381.5499019668,0.0,0.0,0.0,1.6829927701876042e6
t1,0.0,0.0,264.98358002658836,0.0,111.77087797341164,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.754458
t2,0.0,0.0,264.98358002658836,0.0,109.58360687341167,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.5671869
t3,0.0,0.0,264.98358002658836,0.0,110.82893317341166,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.8125132
t4,0.0,0.0,264.98358002658836,0.0,265.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1252.378115304473,0.0,0.0,0.0,1787.3616953310616
t5,0.0,1969.8582885110025,264.98358002658836,0.0,265.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1252.3781153044729,0.0,0.0,0.0,3757.219983842064
t6,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,138.17072837341163,0.0,0.0,0.0,408.1543084
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,418.17249660000004,0.0,0.0,0.0,423.17249660000004
t8,0.0,1969.8582885110025,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974.8582885110025
t9,0.0,1969.8582885110025,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,147.78741677341162,0.0,0.0,0.0,2387.6292853110026
t10,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.78741677341162,0.0,0.0,0.0,412.7709968
t11,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,137.00796187341166,0.0,0.0,0.0,406.9915419
t12,0.0,394.1467439,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.9467439
t13,0.0,391.4477291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.4477291
t14,0.0,2081.296963134919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081.296963134919
t15,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.98127367341169,0.0,0.0,0.0,391.96485370000005
t16,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.3405553734117,0.0,0.0,0.0,412.32413540000005
t17,0.0,1998.0450846095223,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3010.8464131903233,0.0,0.0,0.0,5278.875077826434
t18,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,175.1792852734116,0.0,0.0,0.0,445.16286529999996
t19,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.8464131903233,0.0,0.0,0.0,3275.8299932169116
t20,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,175.6869857734116,0.0,0.0,0.0,445.67056579999996
t21,0.0,429.5678961,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.5678961
t22,0.0,153.55485020000003,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.55485020000003
t23,0.0,0.0,264.98358002658836,0.0,138.0855626734117,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.06914270000004
t24,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,132.27118627341162,0.0,0.0,0.0,402.2547663
t25,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,133.49757867341168,0.0,0.0,0.0,403.48115870000004
t26,0.0,1309.169949181334,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.1535292079225
t27,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,147.1002091734117,0.0,0.0,0.0,417.08378920000007
t28,0.0,4883.364527533493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4883.364527533493
t29,0.0,4883.364527533493,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4888.364527533493
t30,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,239.85460467341164,0.0,0.0,0.0,509.8381847
t31,0.0,5526.199566732304,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5531.199566732304
t32,0.0,498.290706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.290706
t33,0.0,0.0,264.98358002658836,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,209.13130697341165,0.0,0.0,0.0,479.114887
