Time_Index,CT_NG,ME_NG,MA_NG,None
165,3.14,3.14,3.69,0.0
166,3.14,3.14,3.69,0.0
167,3.14,3.14,3.69,0.0
168,3.14,3.14,3.69,0.0
169,3.14,3.14,3.69,0.0
170,3.14,3.14,3.69,0.0
171,3.14,3.14,3.69,0.0
172,3.14,3.14,3.69,0.0
173,3.14,3.14,3.69,0.0
174,3.14,3.14,3.69,0.0
175,3.14,3.14,3.69,0.0
176,3.14,3.14,3.69,0.0
177,3.14,3.14,3.69,0.0
178,3.14,3.14,3.69,0.0
179,3.14,3.14,3.69,0.0
180,3.14,3.14,3.69,0.0
181,3.14,3.14,3.69,0.0
182,3.14,3.14,3.69,0.0
183,3.14,3.14,3.69,0.0
184,3.14,3.14,3.69,0.0
185,3.14,3.14,3.69,0.0
186,3.14,3.14,3.69,0.0
187,3.14,3.14,3.69,0.0
188,3.14,3.14,3.69,0.0
189,3.14,3.14,3.69,0.0
190,3.14,3.14,3.69,0.0
191,3.14,3.14,3.69,0.0
192,3.14,3.14,3.69,0.0
193,3.14,3.14,3.69,0.0
194,3.14,3.14,3.69,0.0
195,3.14,3.14,3.69,0.0
196,3.14,3.14,3.69,0.0
197,3.14,3.14,3.69,0.0
198,3.14,3.14,3.69,0.0
199,3.14,3.14,3.69,0.0
200,3.14,3.14,3.69,0.0
201,3.14,3.14,3.69,0.0
202,3.14,3.14,3.69,0.0
203,3.14,3.14,3.69,0.0
204,3.14,3.14,3.69,0.0
205,3.14,3.14,3.69,0.0
206,3.14,3.14,3.69,0.0
207,3.14,3.14,3.69,0.0
208,3.14,3.14,3.69,0.0
209,3.14,3.14,3.69,0.0
210,3.14,3.14,3.69,0.0
211,3.14,3.14,3.69,0.0
212,3.14,3.14,3.69,0.0
213,3.14,3.14,3.69,0.0
214,3.14,3.14,3.69,0.0
215,3.14,3.14,3.69,0.0
216,3.14,3.14,3.69,0.0
217,3.14,3.14,3.69,0.0
218,3.14,3.14,3.69,0.0
219,3.14,3.14,3.69,0.0
220,3.14,3.14,3.69,0.0
221,3.14,3.14,3.69,0.0
222,3.14,3.14,3.69,0.0
223,3.14,3.14,3.69,0.0
224,3.14,3.14,3.69,0.0
225,3.14,3.14,3.69,0.0
226,3.14,3.14,3.69,0.0
227,3.14,3.14,3.69,0.0
228,3.14,3.14,3.69,0.0
229,3.14,3.14,3.69,0.0
230,3.14,3.14,3.69,0.0
231,3.14,3.14,3.69,0.0
232,3.14,3.14,3.69,0.0
233,3.14,3.14,3.69,0.0
234,3.14,3.14,3.69,0.0
235,3.14,3.14,3.69,0.0
236,3.14,3.14,3.69,0.0
237,3.14,3.14,3.69,0.0
238,3.14,3.14,3.69,0.0
239,3.14,3.14,3.69,0.0
240,3.14,3.14,3.69,0.0
241,3.14,3.14,3.69,0.0
242,3.14,3.14,3.69,0.0
243,3.14,3.14,3.69,0.0
244,3.14,3.14,3.69,0.0
245,3.14,3.14,3.69,0.0
246,3.14,3.14,3.69,0.0
247,3.14,3.14,3.69,0.0
248,3.14,3.14,3.69,0.0
249,3.14,3.14,3.69,0.0
250,3.14,3.14,3.69,0.0
251,3.14,3.14,3.69,0.0
252,3.14,3.14,3.69,0.0
253,3.14,3.14,3.69,0.0
254,3.14,3.14,3.69,0.0
255,3.14,3.14,3.69,0.0
256,3.14,3.14,3.69,0.0
257,3.14,3.14,3.69,0.0
258,3.14,3.14,3.69,0.0
259,3.14,3.14,3.69,0.0
260,3.14,3.14,3.69,0.0
261,3.14,3.14,3.69,0.0
262,3.14,3.14,3.69,0.0
263,3.14,3.14,3.69,0.0
264,3.14,3.14,3.69,0.0
265,3.14,3.14,3.69,0.0
266,3.14,3.14,3.69,0.0
267,3.14,3.14,3.69,0.0
268,3.14,3.14,3.69,0.0
269,3.14,3.14,3.69,0.0
270,3.14,3.14,3.69,0.0
271,3.14,3.14,3.69,0.0
272,3.14,3.14,3.69,0.0
273,3.14,3.14,3.69,0.0
274,3.14,3.14,3.69,0.0
275,3.14,3.14,3.69,0.0
276,3.14,3.14,3.69,0.0
277,3.14,3.14,3.69,0.0
278,3.14,3.14,3.69,0.0
279,3.14,3.14,3.69,0.0
280,3.14,3.14,3.69,0.0
281,3.14,3.14,3.69,0.0
282,3.14,3.14,3.69,0.0
283,3.14,3.14,3.69,0.0
284,3.14,3.14,3.69,0.0
285,3.14,3.14,3.69,0.0
286,3.14,3.14,3.69,0.0
287,3.14,3.14,3.69,0.0
288,3.14,3.14,3.69,0.0
289,3.14,3.14,3.69,0.0
290,3.14,3.14,3.69,0.0
291,3.14,3.14,3.69,0.0
292,3.14,3.14,3.69,0.0
293,3.14,3.14,3.69,0.0
294,3.14,3.14,3.69,0.0
295,3.14,3.14,3.69,0.0
296,3.14,3.14,3.69,0.0
297,3.14,3.14,3.69,0.0
298,3.14,3.14,3.69,0.0
299,3.14,3.14,3.69,0.0
300,3.14,3.14,3.69,0.0
301,3.14,3.14,3.69,0.0
302,3.14,3.14,3.69,0.0
303,3.14,3.14,3.69,0.0
304,3.14,3.14,3.69,0.0
305,3.14,3.14,3.69,0.0
306,3.14,3.14,3.69,0.0
307,3.14,3.14,3.69,0.0
308,3.14,3.14,3.69,0.0
309,3.14,3.14,3.69,0.0
310,3.14,3.14,3.69,0.0
311,3.14,3.14,3.69,0.0
312,3.14,3.14,3.69,0.0
313,3.14,3.14,3.69,0.0
314,3.14,3.14,3.69,0.0
315,3.14,3.14,3.69,0.0
316,3.14,3.14,3.69,0.0
317,3.14,3.14,3.69,0.0
318,3.14,3.14,3.69,0.0
319,3.14,3.14,3.69,0.0
320,3.14,3.14,3.69,0.0
321,3.14,3.14,3.69,0.0
322,3.14,3.14,3.69,0.0
323,3.14,3.14,3.69,0.0
324,3.14,3.14,3.69,0.0
325,3.14,3.14,3.69,0.0
326,3.14,3.14,3.69,0.0
327,3.14,3.14,3.69,0.0
328,3.14,3.14,3.69,0.0
329,3.14,3.14,3.69,0.0
330,3.14,3.14,3.69,0.0
331,3.14,3.14,3.69,0.0
332,3.14,3.14,3.69,0.0
333,3.14,3.14,3.69,0.0
334,3.14,3.14,3.69,0.0
335,3.14,3.14,3.69,0.0
336,3.14,3.14,3.69,0.0
337,2.13,2.13,3.18,0.0
338,2.13,2.13,3.18,0.0
339,2.13,2.13,3.18,0.0
340,2.13,2.13,3.18,0.0
341,2.13,2.13,3.18,0.0
342,2.13,2.13,3.18,0.0
343,2.13,2.13,3.18,0.0
344,2.13,2.13,3.18,0.0
345,2.13,2.13,3.18,0.0
346,2.13,2.13,3.18,0.0
347,2.13,2.13,3.18,0.0
348,2.13,2.13,3.18,0.0
349,2.13,2.13,3.18,0.0
350,2.13,2.13,3.18,0.0
351,2.13,2.13,3.18,0.0
352,2.13,2.13,3.18,0.0
353,2.13,2.13,3.18,0.0
354,2.13,2.13,3.18,0.0
355,2.13,2.13,3.18,0.0
356,2.13,2.13,3.18,0.0
357,2.13,2.13,3.18,0.0
358,2.13,2.13,3.18,0.0
359,2.13,2.13,3.18,0.0
360,2.13,2.13,3.18,0.0
361,2.13,2.13,3.18,0.0
362,2.13,2.13,3.18,0.0
363,2.13,2.13,3.18,0.0
364,2.13,2.13,3.18,0.0
365,2.13,2.13,3.18,0.0
366,2.13,2.13,3.18,0.0
367,2.13,2.13,3.18,0.0
368,2.13,2.13,3.18,0.0
369,2.13,2.13,3.18,0.0
370,2.13,2.13,3.18,0.0
371,2.13,2.13,3.18,0.0
372,2.13,2.13,3.18,0.0
373,2.13,2.13,3.18,0.0
374,2.13,2.13,3.18,0.0
375,2.13,2.13,3.18,0.0
376,2.13,2.13,3.18,0.0
377,2.13,2.13,3.18,0.0
378,2.13,2.13,3.18,0.0
379,2.13,2.13,3.18,0.0
380,2.13,2.13,3.18,0.0
381,2.13,2.13,3.18,0.0
382,2.13,2.13,3.18,0.0
383,2.13,2.13,3.18,0.0
384,2.13,2.13,3.18,0.0
385,2.13,2.13,3.18,0.0
386,2.13,2.13,3.18,0.0
387,2.13,2.13,3.18,0.0
388,2.13,2.13,3.18,0.0
389,2.13,2.13,3.18,0.0
390,2.13,2.13,3.18,0.0
391,2.13,2.13,3.18,0.0
392,2.13,2.13,3.18,0.0
393,2.13,2.13,3.18,0.0
394,2.13,2.13,3.18,0.0
395,2.13,2.13,3.18,0.0
396,2.13,2.13,3.18,0.0
397,2.13,2.13,3.18,0.0
398,2.13,2.13,3.18,0.0
399,2.13,2.13,3.18,0.0
400,2.13,2.13,3.18,0.0
401,2.13,2.13,3.18,0.0
402,2.13,2.13,3.18,0.0
403,2.13,2.13,3.18,0.0
404,2.13,2.13,3.18,0.0
405,2.13,2.13,3.18,0.0
406,2.13,2.13,3.18,0.0
407,2.13,2.13,3.18,0.0
408,2.13,2.13,3.18,0.0
409,2.13,2.13,3.18,0.0
410,2.13,2.13,3.18,0.0
411,2.13,2.13,3.18,0.0
412,2.13,2.13,3.18,0.0
413,2.13,2.13,3.18,0.0
414,2.13,2.13,3.18,0.0
415,2.13,2.13,3.18,0.0
416,2.13,2.13,3.18,0.0
417,2.13,2.13,3.18,0.0
418,2.13,2.13,3.18,0.0
419,2.13,2.13,3.18,0.0
420,2.13,2.13,3.18,0.0
421,2.13,2.13,3.18,0.0
422,2.13,2.13,3.18,0.0
423,2.13,2.13,3.18,0.0
424,2.13,2.13,3.18,0.0
425,2.13,2.13,3.18,0.0
426,2.13,2.13,3.18,0.0
427,2.13,2.13,3.18,0.0
428,2.13,2.13,3.18,0.0
429,2.13,2.13,3.18,0.0
430,2.13,2.13,3.18,0.0
431,2.13,2.13,3.18,0.0
432,2.13,2.13,3.18,0.0
433,2.13,2.13,3.18,0.0
434,2.13,2.13,3.18,0.0
435,2.13,2.13,3.18,0.0
436,2.13,2.13,3.18,0.0
437,2.13,2.13,3.18,0.0
438,2.13,2.13,3.18,0.0
439,2.13,2.13,3.18,0.0
440,2.13,2.13,3.18,0.0
441,2.13,2.13,3.18,0.0
442,2.13,2.13,3.18,0.0
443,2.13,2.13,3.18,0.0
444,2.13,2.13,3.18,0.0
445,2.13,2.13,3.18,0.0
446,2.13,2.13,3.18,0.0
447,2.13,2.13,3.18,0.0
448,2.13,2.13,3.18,0.0
449,2.13,2.13,3.18,0.0
450,2.13,2.13,3.18,0.0
451,2.13,2.13,3.18,0.0
452,2.13,2.13,3.18,0.0
453,2.13,2.13,3.18,0.0
454,2.13,2.13,3.18,0.0
455,2.13,2.13,3.18,0.0
456,2.13,2.13,3.18,0.0
457,2.13,2.13,3.18,0.0
458,2.13,2.13,3.18,0.0
459,2.13,2.13,3.18,0.0
460,2.13,2.13,3.18,0.0
461,2.13,2.13,3.18,0.0
462,2.13,2.13,3.18,0.0
463,2.13,2.13,3.18,0.0
464,2.13,2.13,3.18,0.0
465,2.13,2.13,3.18,0.0
466,2.13,2.13,3.18,0.0
467,2.13,2.13,3.18,0.0
468,2.13,2.13,3.18,0.0
469,2.13,2.13,3.18,0.0
470,2.13,2.13,3.18,0.0
471,2.13,2.13,3.18,0.0
472,2.13,2.13,3.18,0.0
473,2.13,2.13,3.18,0.0
474,2.13,2.13,3.18,0.0
475,2.13,2.13,3.18,0.0
476,2.13,2.13,3.18,0.0
477,2.13,2.13,3.18,0.0
478,2.13,2.13,3.18,0.0
479,2.13,2.13,3.18,0.0
480,2.13,2.13,3.18,0.0
481,2.13,2.13,3.18,0.0
482,2.13,2.13,3.18,0.0
483,2.13,2.13,3.18,0.0
484,2.13,2.13,3.18,0.0
485,2.13,2.13,3.18,0.0
486,2.13,2.13,3.18,0.0
487,2.13,2.13,3.18,0.0
488,2.13,2.13,3.18,0.0
489,2.13,2.13,3.18,0.0
490,2.13,2.13,3.18,0.0
491,2.13,2.13,3.18,0.0
492,2.13,2.13,3.18,0.0
493,2.13,2.13,3.18,0.0
494,2.13,2.13,3.18,0.0
495,2.13,2.13,3.18,0.0
496,2.13,2.13,3.18,0.0
497,2.13,2.13,3.18,0.0
498,2.13,2.13,3.18,0.0
499,2.13,2.13,3.18,0.0
500,2.13,2.13,3.18,0.0
501,2.13,2.13,3.18,0.0
502,2.13,2.13,3.18,0.0
503,2.13,2.13,3.18,0.0
504,2.13,2.13,3.18,0.0
505,1.94,1.94,1.95,0.0
506,1.94,1.94,1.95,0.0
507,1.94,1.94,1.95,0.0
508,1.94,1.94,1.95,0.0
509,1.94,1.94,1.95,0.0
510,1.94,1.94,1.95,0.0
511,1.94,1.94,1.95,0.0
512,1.94,1.94,1.95,0.0
513,1.94,1.94,1.95,0.0
514,1.94,1.94,1.95,0.0
515,1.94,1.94,1.95,0.0
516,1.94,1.94,1.95,0.0
517,1.94,1.94,1.95,0.0
518,1.94,1.94,1.95,0.0
519,1.94,1.94,1.95,0.0
520,1.94,1.94,1.95,0.0
521,1.94,1.94,1.95,0.0
522,1.94,1.94,1.95,0.0
523,1.94,1.94,1.95,0.0
524,1.94,1.94,1.95,0.0
525,1.94,1.94,1.95,0.0
526,1.94,1.94,1.95,0.0
527,1.94,1.94,1.95,0.0
528,1.94,1.94,1.95,0.0
529,1.94,1.94,1.95,0.0
530,1.94,1.94,1.95,0.0
531,1.94,1.94,1.95,0.0
532,1.94,1.94,1.95,0.0
533,1.94,1.94,1.95,0.0
534,1.94,1.94,1.95,0.0
535,1.94,1.94,1.95,0.0
536,1.94,1.94,1.95,0.0
537,1.94,1.94,1.95,0.0
538,1.94,1.94,1.95,0.0
539,1.94,1.94,1.95,0.0
540,1.94,1.94,1.95,0.0
541,1.94,1.94,1.95,0.0
542,1.94,1.94,1.95,0.0
543,1.94,1.94,1.95,0.0
544,1.94,1.94,1.95,0.0
545,1.94,1.94,1.95,0.0
546,1.94,1.94,1.95,0.0
547,1.94,1.94,1.95,0.0
548,1.94,1.94,1.95,0.0
549,1.94,1.94,1.95,0.0
550,1.94,1.94,1.95,0.0
551,1.94,1.94,1.95,0.0
552,1.94,1.94,1.95,0.0
553,1.94,1.94,1.95,0.0
554,1.94,1.94,1.95,0.0
555,1.94,1.94,1.95,0.0
556,1.94,1.94,1.95,0.0
557,1.94,1.94,1.95,0.0
558,1.94,1.94,1.95,0.0
559,1.94,1.94,1.95,0.0
560,1.94,1.94,1.95,0.0
561,1.94,1.94,1.95,0.0
562,1.94,1.94,1.95,0.0
563,1.94,1.94,1.95,0.0
564,1.94,1.94,1.95,0.0
565,1.94,1.94,1.95,0.0
566,1.94,1.94,1.95,0.0
567,1.94,1.94,1.95,0.0
568,1.94,1.94,1.95,0.0
569,1.94,1.94,1.95,0.0
570,1.94,1.94,1.95,0.0
571,1.94,1.94,1.95,0.0
572,1.94,1.94,1.95,0.0
573,1.94,1.94,1.95,0.0
574,1.94,1.94,1.95,0.0
575,1.94,1.94,1.95,0.0
576,1.94,1.94,1.95,0.0
577,1.94,1.94,1.95,0.0
578,1.94,1.94,1.95,0.0
579,1.94,1.94,1.95,0.0
580,1.94,1.94,1.95,0.0
581,1.94,1.94,1.95,0.0
582,1.94,1.94,1.95,0.0
583,1.94,1.94,1.95,0.0
584,1.94,1.94,1.95,0.0
585,1.94,1.94,1.95,0.0
586,1.94,1.94,1.95,0.0
587,1.94,1.94,1.95,0.0
588,1.94,1.94,1.95,0.0
589,1.94,1.94,1.95,0.0
590,1.94,1.94,1.95,0.0
591,1.94,1.94,1.95,0.0
592,1.94,1.94,1.95,0.0
593,1.94,1.94,1.95,0.0
594,1.94,1.94,1.95,0.0
595,1.94,1.94,1.95,0.0
596,1.94,1.94,1.95,0.0
597,1.94,1.94,1.95,0.0
598,1.94,1.94,1.95,0.0
599,1.94,1.94,1.95,0.0
600,1.94,1.94,1.95,0.0
601,1.94,1.94,1.95,0.0
602,1.94,1.94,1.95,0.0
603,1.94,1.94,1.95,0.0
604,1.94,1.94,1.95,0.0
605,1.94,1.94,1.95,0.0
606,1.94,1.94,1.95,0.0
607,1.94,1.94,1.95,0.0
608,1.94,1.94,1.95,0.0
609,1.94,1.94,1.95,0.0
610,1.94,1.94,1.95,0.0
611,1.94,1.94,1.95,0.0
612,1.94,1.94,1.95,0.0
613,1.94,1.94,1.95,0.0
614,1.94,1.94,1.95,0.0
615,1.94,1.94,1.95,0.0
616,1.94,1.94,1.95,0.0
617,1.94,1.94,1.95,0.0
618,1.94,1.94,1.95,0.0
619,1.94,1.94,1.95,0.0
620,1.94,1.94,1.95,0.0
621,1.94,1.94,1.95,0.0
622,1.94,1.94,1.95,0.0
623,1.94,1.94,1.95,0.0
624,1.94,1.94,1.95,0.0
625,1.94,1.94,1.95,0.0
626,1.94,1.94,1.95,0.0
627,1.94,1.94,1.95,0.0
628,1.94,1.94,1.95,0.0
629,1.94,1.94,1.95,0.0
630,1.94,1.94,1.95,0.0
631,1.94,1.94,1.95,0.0
632,1.94,1.94,1.95,0.0
633,1.94,1.94,1.95,0.0
634,1.94,1.94,1.95,0.0
635,1.94,1.94,1.95,0.0
636,1.94,1.94,1.95,0.0
637,1.94,1.94,1.95,0.0
638,1.94,1.94,1.95,0.0
639,1.94,1.94,1.95,0.0
640,1.94,1.94,1.95,0.0
641,1.94,1.94,1.95,0.0
642,1.94,1.94,1.95,0.0
643,1.94,1.94,1.95,0.0
644,1.94,1.94,1.95,0.0
645,1.94,1.94,1.95,0.0
646,1.94,1.94,1.95,0.0
647,1.94,1.94,1.95,0.0
648,1.94,1.94,1.95,0.0
649,1.94,1.94,1.95,0.0
650,1.94,1.94,1.95,0.0
651,1.94,1.94,1.95,0.0
652,1.94,1.94,1.95,0.0
653,1.94,1.94,1.95,0.0
654,1.94,1.94,1.95,0.0
655,1.94,1.94,1.95,0.0
656,1.94,1.94,1.95,0.0
657,1.94,1.94,1.95,0.0
658,1.94,1.94,1.95,0.0
659,1.94,1.94,1.95,0.0
660,1.94,1.94,1.95,0.0
661,1.94,1.94,1.95,0.0
662,1.94,1.94,1.95,0.0
663,1.94,1.94,1.95,0.0
664,1.94,1.94,1.95,0.0
665,1.94,1.94,1.95,0.0
666,1.94,1.94,1.95,0.0
667,1.94,1.94,1.95,0.0
668,1.94,1.94,1.95,0.0
669,1.94,1.94,1.95,0.0
670,1.94,1.94,1.95,0.0
671,1.94,1.94,1.95,0.0
672,1.94,1.94,1.95,0.0
673,1.94,1.94,1.95,0.0
674,1.94,1.94,1.95,0.0
675,1.94,1.94,1.95,0.0
676,1.94,1.94,1.95,0.0
677,1.94,1.94,1.95,0.0
678,1.94,1.94,1.95,0.0
679,1.94,1.94,1.95,0.0
680,1.94,1.94,1.95,0.0
681,1.94,1.94,1.95,0.0
682,1.94,1.94,1.95,0.0
683,1.94,1.94,1.95,0.0
684,1.94,1.94,1.95,0.0
685,1.94,1.94,1.95,0.0
686,1.94,1.94,1.95,0.0
687,1.94,1.94,1.95,0.0
688,1.94,1.94,1.95,0.0
689,1.94,1.94,1.95,0.0
690,1.94,1.94,1.95,0.0
691,1.94,1.94,1.95,0.0
692,1.94,1.94,1.95,0.0
693,1.94,1.94,1.95,0.0
694,1.94,1.94,1.95,0.0
695,1.94,1.94,1.95,0.0
696,1.94,1.94,1.95,0.0
697,1.94,1.94,1.95,0.0
698,1.94,1.94,1.95,0.0
699,1.94,1.94,1.95,0.0
700,1.94,1.94,1.95,0.0
701,1.94,1.94,1.95,0.0
702,1.94,1.94,1.95,0.0
703,1.94,1.94,1.95,0.0
704,1.94,1.94,1.95,0.0
705,1.94,1.94,1.95,0.0
706,1.94,1.94,1.95,0.0
707,1.94,1.94,1.95,0.0
708,1.94,1.94,1.95,0.0
709,1.94,1.94,1.95,0.0
710,1.94,1.94,1.95,0.0
711,1.94,1.94,1.95,0.0
712,1.94,1.94,1.95,0.0
713,1.94,1.94,1.95,0.0
714,1.94,1.94,1.95,0.0
715,1.94,1.94,1.95,0.0
716,1.94,1.94,1.95,0.0
717,1.94,1.94,1.95,0.0
718,1.94,1.94,1.95,0.0
719,1.94,1.94,1.95,0.0
720,1.94,1.94,1.95,0.0
721,1.94,1.94,1.95,0.0
722,1.94,1.94,1.95,0.0
723,1.94,1.94,1.95,0.0
724,1.94,1.94,1.95,0.0
725,1.94,1.94,1.95,0.0
726,1.94,1.94,1.95,0.0
727,1.94,1.94,1.95,0.0
728,1.94,1.94,1.95,0.0
729,1.94,1.94,1.95,0.0
730,1.94,1.94,1.95,0.0
731,1.94,1.94,1.95,0.0
732,1.94,1.94,1.95,0.0
733,1.94,1.94,1.95,0.0
734,1.94,1.94,1.95,0.0
735,1.94,1.94,1.95,0.0
736,1.94,1.94,1.95,0.0
737,1.94,1.94,1.95,0.0
738,1.94,1.94,1.95,0.0
739,1.94,1.94,1.95,0.0
740,1.94,1.94,1.95,0.0
741,1.94,1.94,1.95,0.0
742,1.94,1.94,1.95,0.0
743,1.94,1.94,1.95,0.0
744,1.94,1.94,1.95,0.0
745,1.94,1.94,1.95,0.0
746,1.94,1.94,1.95,0.0
747,1.94,1.94,1.95,0.0
748,1.94,1.94,1.95,0.0
749,1.94,1.94,1.95,0.0
750,1.94,1.94,1.95,0.0
751,1.94,1.94,1.95,0.0
752,1.94,1.94,1.95,0.0
753,1.94,1.94,1.95,0.0
754,1.94,1.94,1.95,0.0
755,1.94,1.94,1.95,0.0
756,1.94,1.94,1.95,0.0
757,1.94,1.94,1.95,0.0
758,1.94,1.94,1.95,0.0
759,1.94,1.94,1.95,0.0
760,1.94,1.94,1.95,0.0
761,1.94,1.94,1.95,0.0
762,1.94,1.94,1.95,0.0
763,1.94,1.94,1.95,0.0
764,1.94,1.94,1.95,0.0
765,1.94,1.94,1.95,0.0
766,1.94,1.94,1.95,0.0
767,1.94,1.94,1.95,0.0
768,1.94,1.94,1.95,0.0
769,1.94,1.94,1.95,0.0
770,1.94,1.94,1.95,0.0
771,1.94,1.94,1.95,0.0
772,1.94,1.94,1.95,0.0
773,1.94,1.94,1.95,0.0
