BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.549618478654887e8,2.3947119184400957e7,-2.9564344672099948e7,0.0,0.0,0.0,0.0,0.0,0.0,-3.700182223777898e8
t1,51995.10982932294,5095.4245217472735,-5942.514431070218,0.0,0.0,0.0,0.0,0.0,0.0,-53508.01992
t2,56878.480875385285,2754.644208716105,-8283.294744101386,0.0,0.0,0.0,0.0,0.0,0.0,-53709.83034
t3,58475.35506585796,2274.723743479765,-8763.215209337726,0.0,0.0,0.0,0.0,0.0,0.0,-54346.8636
t4,59002.007224487366,2376.7405941650636,-8661.198358652427,0.0,0.0,0.0,0.0,0.0,0.0,-55077.54946
t5,53772.41392,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56132.41392
t6,49861.97562332045,4884.256506679545,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57106.23213
t7,46489.19965271151,8553.335587288488,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57402.53524
t8,49599.33926419256,5536.821025807444,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57496.16029
t9,52967.98714162143,1316.2215383785733,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56644.20868
t10,48003.41066523871,5233.480814761282,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55596.89148
t11,54275.90460736393,0.0,-2629.82008736394,0.0,0.0,0.0,0.0,0.0,0.0,-54006.08452
t12,59889.84106335962,548.6133197289433,-10489.325633088547,0.0,0.0,0.0,0.0,0.0,0.0,-52309.12875
t13,59036.95865034724,376.6256162351232,-10661.313336582363,0.0,0.0,0.0,0.0,0.0,0.0,-51112.27093
t14,57178.07543646281,968.8110381773396,-10069.127914640152,0.0,0.0,0.0,0.0,0.0,0.0,-50437.75856
t15,49582.46490460515,4939.63013910617,-6098.308813711321,0.0,0.0,0.0,0.0,0.0,0.0,-50783.78623
t16,47499.6615838611,7482.078164478198,-3555.8607883392924,0.0,0.0,0.0,0.0,0.0,0.0,-53785.87896
t17,43706.4913371825,11037.93895281749,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57104.43029
t18,47197.15817446843,9884.34559417453,-1153.5933586429614,0.0,0.0,0.0,0.0,0.0,0.0,-58287.91041
t19,65529.36565181591,934.4106205007988,-10103.528332316691,0.0,0.0,0.0,0.0,0.0,0.0,-58720.24794
t20,66527.03506096387,465.84819592682084,-10572.09075689067,0.0,0.0,0.0,0.0,0.0,0.0,-58780.7925
t21,66678.42121281751,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-58000.48226
t22,50068.43957877607,7876.758022020712,-3161.180930796779,0.0,0.0,0.0,0.0,0.0,0.0,-57144.01667
t23,61459.86924695587,1835.6615629308135,-9202.277389886678,0.0,0.0,0.0,0.0,0.0,0.0,-56453.25342
t24,53826.72741,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56186.72741
t25,44896.99471145169,9166.007848548306,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56423.00256
t26,51284.25023948873,3441.087810511271,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57085.33805
t27,50545.01832011271,4952.672599887294,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57857.69092
t28,67846.31699281749,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-59168.37804
t29,64295.60153054048,0.0,-5299.026150540482,0.0,0.0,0.0,0.0,0.0,0.0,-61356.57538
t30,62251.502115859876,0.0,-1084.6777258598754,0.0,0.0,0.0,0.0,0.0,0.0,-63526.82439
t31,50593.16673718251,11037.93895281749,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63991.10569
t32,49144.865097182505,11037.93895281749,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62542.80405
t33,58182.18656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60542.18656
t34,66994.36244281751,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-58316.42349
t35,64782.765872817494,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-56104.82692
t36,49356.4052443544,6836.583839231547,-4201.355113585943,0.0,0.0,0.0,0.0,0.0,0.0,-54351.63397
t37,61519.67883281749,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-52841.73988
t38,47361.510080108725,6572.4352513543845,-4465.503701463106,0.0,0.0,0.0,0.0,0.0,0.0,-51828.44163
t39,41235.51951323762,9793.324729789938,-1244.614223027554,0.0,0.0,0.0,0.0,0.0,0.0,-52144.23002
t40,58663.685789379226,2212.976036719132,-8824.962916098359,0.0,0.0,0.0,0.0,0.0,0.0,-54411.69891
t41,66376.10206281749,0.0,-11037.93895281749,0.0,0.0,0.0,0.0,0.0,0.0,-57698.16311
t42,52363.7179251444,7504.959728836543,-3532.9792239809485,0.0,0.0,0.0,0.0,0.0,0.0,-58695.69843
t43,50941.86740027202,8350.830166272734,-2687.1087865447566,0.0,0.0,0.0,0.0,0.0,0.0,-58965.58878
t44,45097.444477182515,11037.93895281749,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58495.38343
t45,57503.800902412884,3668.657913514446,-6512.363325927326,0.0,0.0,0.0,0.0,0.0,0.0,-57020.09549
t46,62972.561818632144,457.3792720926737,-10580.559680724818,0.0,0.0,0.0,0.0,0.0,0.0,-55209.38141
