BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,3.501006188675195e8,3.2229324035843844e6,-3.978928893314055e6,0.0,0.0,0.0,0.0,0.0,0.0,-3.700182223777898e8
t1,51148.01992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53508.01992
t2,51259.50718107556,90.32315892444875,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53709.83034
t3,52098.37367274623,0.0,-111.51007274623304,0.0,0.0,0.0,0.0,0.0,0.0,-54346.8636
t4,52717.54945999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55077.54946
t5,53772.41391999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56132.41392
t6,54746.23213,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57106.23213
t7,52998.18970507175,2044.3455349282403,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57402.53524
t8,54632.00151069486,504.1587793051399,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57496.16029
t9,54284.20867999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56644.20868
t10,52145.97525277719,1090.9162272228048,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55596.89148
t11,51646.08451999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54006.08452
t12,52501.377419055854,0.0,-2552.2486690558576,0.0,0.0,0.0,0.0,0.0,0.0,-52309.12875
t13,50693.13404051967,0.0,-1940.8631105196791,0.0,0.0,0.0,0.0,0.0,0.0,-51112.27093
t14,48077.758559999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50437.75856
t15,48423.78622999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50783.78623
t16,51425.87896000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53785.87896
t17,52192.181620944124,2552.2486690558576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57104.43029
t18,54840.73853759966,1087.1718724003272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58287.91041
t19,56360.247939999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58720.24794
t20,56420.7925,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58780.7925
t21,57983.59181830463,0.0,-2343.1095583046376,0.0,0.0,0.0,0.0,0.0,0.0,-58000.48226
t22,54784.01666999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57144.01667
t23,56243.25564127091,0.0,-2150.002221270899,0.0,0.0,0.0,0.0,0.0,0.0,-56453.25342
t24,53826.72740999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56186.72741
t25,54063.002559999986,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56423.00256
t26,54725.33804999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57085.33805
t27,53840.42114011817,1657.2697798818333,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57857.69092
t28,58854.39011392819,0.0,-2046.012073928189,0.0,0.0,0.0,0.0,0.0,0.0,-59168.37804
t29,58996.575379999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61356.57538
t30,61166.82439,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63526.82439
t31,60543.93381759967,1087.1718724003272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63991.10569
t32,57630.55538094415,2552.2486690558576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62542.80405
t33,58182.18656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60542.18656
t34,55956.42349000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58316.42349
t35,56297.07558905585,0.0,-2552.2486690558576,0.0,0.0,0.0,0.0,0.0,0.0,-56104.82692
t36,53996.67567506215,273.6034819968533,-2278.6451870590045,0.0,0.0,0.0,0.0,0.0,0.0,-54351.63397
t37,50749.65548614398,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-52841.73988
t38,49736.35723614399,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-51828.44163
t39,50052.14562614398,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-52144.23002
t40,52051.69891,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54411.69891
t41,55338.16311000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57698.16311
t42,55248.526557599675,1087.1718724003272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58695.69843
t43,56605.58877999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58965.58878
t44,53583.134760944136,2552.2486690558576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58495.38343
t45,54660.09549000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57020.09549
t46,53546.580464769104,0.0,-697.1990547691081,0.0,0.0,0.0,0.0,0.0,0.0,-55209.38141
t47,51611.687589999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53971.68759
t48,52293.36146575057,0.0,-1243.6640557505712,0.0,0.0,0.0,0.0,0.0,0.0,-53409.69741
t49,53216.504149055865,0.0,-2552.2486690558576,0.0,0.0,0.0,0.0,0.0,0.0,-53024.25548
t50,50669.28403,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53029.28403
t51,50860.377779999995,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53220.37778
t52,51936.331920000004,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54296.33192
t53,54042.001749999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56402.00175
t54,55675.046519999996,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58035.04652
t55,55607.01890999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57967.01891
t56,51783.879960944134,2552.2486690558576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56696.12863
t57,51502.401377599665,1087.1718724003272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54949.57325
t58,51121.45401962027,0.0,-517.9822696202723,0.0,0.0,0.0,0.0,0.0,0.0,-52963.47175
t59,51338.32599905585,0.0,-2552.2486690558576,0.0,0.0,0.0,0.0,0.0,0.0,-51146.07733
t60,48619.975864849526,505.4077021031631,-2046.8409669526943,0.0,0.0,0.0,0.0,0.0,0.0,-49438.5426
t61,45934.91757614399,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-48027.00197
t62,45110.72477614399,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-47202.80917
t63,45455.298336143984,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-47547.38273
t64,47759.41685614399,1142.1665314559361,-1410.0821375999212,0.0,0.0,0.0,0.0,0.0,0.0,-49851.50125
t65,48939.01805576413,1760.5710842358703,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53059.58914
t66,51135.97525334073,566.8640966592742,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54062.83935
t67,53403.17154974667,0.0,-1531.1892697466885,0.0,0.0,0.0,0.0,0.0,0.0,-54231.98228
t68,48669.028480944144,2552.2486690558576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53581.27715
t69,49812.39343,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52172.39343
t70,48242.462069999994,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50602.46207
t71,47247.65983,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49607.65983
t72,46824.58671999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49184.58672
t73,49124.461599652524,0.0,-2150.900369652535,0.0,0.0,0.0,0.0,0.0,0.0,-49333.56123
t74,47484.95205000001,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49844.95205
t75,50744.27510992299,0.0,-2342.211409923001,0.0,0.0,0.0,0.0,0.0,0.0,-50762.0637
t76,50186.14798,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52546.14798
t77,53144.81864,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55504.81864
